media_comentarios_dia,mediana_comentarios_dia,sd_comentarios_dia,min_comentarios_dia,max_comentarios_dia,media_menciones_dia,mediana_menciones_dia,max_menciones_dia
957.280701754386,553,1157.0181617526093,8,6557,1223.6257309941532,665,9196
