media_comentarios_dia,mediana_comentarios_dia,sd_comentarios_dia,min_comentarios_dia,max_comentarios_dia,media_menciones_dia,mediana_menciones_dia,max_menciones_dia
1197.4041095890411,721.5,1293.5850668681878,32,8161,1413.9041095890411,841,9196
