grupo,n,pol_real_media,n_chars_media,karma_media
FN,245,0.6849897959183675,196.47755102040816,5.820408163265306
FP,70,0.4341785714285714,219.11428571428573,8.071428571428571
TP,156,0.7329166666666668,202.06410256410257,10.58974358974359
