n_comentarios,polarizacion_media,pct_negativo,author_hash,emocion_dominante,candidato_mas_frecuente,candidato_principal,tipo_autor
2,0.42500000000000004,0.5,u_b6e69e04664a5d0e,desprecio,kast,kast,recurrente
2,0.6000000000000001,1.0,u_fa0346ab784e6a9d,indignacion,kast,kast,recurrente
1,0.35,0.0,u_6d6194028a044b0b,alegria,jara,jara,esporadico
1,0.15,0.0,u_a66da2a0020f2f29,ninguna,jara,jara,esporadico
4,0.5125000000000001,0.75,u_60277a8929828f49,ninguna,kast,kast,recurrente
1,0.45,1.0,u_1d0a18c96fba4a58,ninguna,kast,kast,esporadico
1,0.3,1.0,u_e8e9b555113ee573,ironia,jara,jara,esporadico
1,0.45,1.0,u_3cfe2a94d741c6fb,desprecio,kaiser,kaiser,esporadico
1,0.5,1.0,u_0cb8d1992ab6a5da,desprecio,"kast, kaiser",empate,esporadico
1,0.35,0.0,u_d8d498f1ab009051,indignacion,jara,jara,esporadico
1,0.25,0.0,u_8b3da3ba47f03e2b,esperanza,jara,jara,esporadico
1,0.3,1.0,u_d2b020d12e133062,indignacion,"kast, matthei, jara",empate,esporadico
1,0.4,1.0,u_c5450edc0d9d7470,desprecio,kaiser,kaiser,esporadico
4,0.35,0.5,u_7755ab80b70a65c5,desprecio,kast,kast,recurrente
2,0.525,1.0,u_108adf5f0c9f470c,desprecio,jara,empate,recurrente
1,0.45,1.0,u_b31511265f7de3be,desprecio,kast,kast,esporadico
1,0.3,1.0,u_464659e55b6e54c1,ninguna,"kast, jara",empate,esporadico
2,0.6,1.0,u_a67f877fa7664175,desprecio,kast,kast,recurrente
14,0.32142857142857145,0.5714285714285714,u_f0bb9395f05c5eb6,ninguna,kast,kast,activo
5,0.48,0.8,u_e1d39aa2004a19f4,desprecio,kast,kast,recurrente
1,0.1,0.0,u_febfecbc11daa7a6,ironia,"kast, matthei, jara",empate,esporadico
1,0.5,1.0,u_815f02b95868f0b5,ninguna,kast,kast,esporadico
1,0.6,1.0,u_f101af5d4d9d14a7,indignacion,"kast, matthei",empate,esporadico
1,0.3,1.0,u_2b3ad2125f5e8b39,desprecio,jara,jara,esporadico
2,0.525,1.0,u_43f8370119534b18,desprecio,jara,empate,recurrente
1,0.5,1.0,u_32e7ef791ee6d6fd,ironia,kast,kast,esporadico
1,0.55,1.0,u_d7ee6605fe8521e8,desprecio,kast,kast,esporadico
1,0.4,1.0,u_f4aa96b9eb7c1844,desprecio,"kast, kaiser",empate,esporadico
1,0.45,1.0,u_64998a22c6e8f8c1,indignacion,kast,kast,esporadico
1,0.2,0.0,u_5dad1a346e44d985,desprecio,jara,jara,esporadico
1,0.1,1.0,u_d4e966387783f973,indignacion,"kast, matthei",empate,esporadico
5,0.32999999999999996,0.6,u_d4beba46c0a7fb85,ironia,kast,kast,recurrente
5,0.33999999999999997,0.8,u_491a891fc86978b3,desprecio,kast,kast,recurrente
23,0.3695652173913043,0.4782608695652174,u_ad1187f2c7c3563e,desprecio,jara,jara,hiperactivo
8,0.44375000000000003,0.5,u_b484a422db29001b,desprecio,jara,jara,activo
7,0.37857142857142856,0.8571428571428571,u_896be054df9f7570,desprecio,kast,kast,activo
1,0.55,1.0,u_bba2def5257cccb1,ironia,matthei,matthei,esporadico
4,0.3625,0.5,u_d98b700333a2b774,desprecio,kast,kast,recurrente
1,0.25,0.0,u_238343a1b1f539ef,ninguna,kast,kast,esporadico
1,0.3,0.0,u_f9066e84b797b671,esperanza,"kast, kaiser",empate,esporadico
1,0.6,1.0,u_ebb16121572d6a4c,desprecio,kast,kast,esporadico
1,0.25,0.0,u_f2cf97a65869646c,ironia,jara,jara,esporadico
1,0.5,1.0,u_378a2d6d91354f53,ninguna,kast,kast,esporadico
1,0.65,1.0,u_1513ac2182ccc306,desprecio,kast,kast,esporadico
8,0.5125,0.875,u_d56cd05397be1c53,desprecio,jara,empate,activo
1,0.6,1.0,u_7a02a6a27e338e3d,desprecio,jara,jara,esporadico
1,0.7,1.0,u_06470470d37fb744,indignacion,kast,kast,esporadico
1,0.35,0.0,u_770186da4c200e9c,desprecio,jara,jara,esporadico
9,0.37222222222222223,0.8888888888888888,u_1fbfe05151c4e916,desprecio,jara,jara,activo
1,0.45,1.0,u_6d4d4c5ea52d1647,ironia,jara,jara,esporadico
1,0.5,1.0,u_74c656c9c217dea7,desprecio,"kast, jara",empate,esporadico
3,0.35000000000000003,0.3333333333333333,u_f7c6a08b78328316,ninguna,kast,kast,recurrente
1,0.65,1.0,u_3a339a6c0f01707c,desprecio,kast,kast,esporadico
4,0.23750000000000002,0.25,u_561d7d2a90887daa,ninguna,"kast, jara",empate,recurrente
1,0.65,1.0,u_a536d68b78e167f6,desprecio,jara,jara,esporadico
1,0.65,1.0,u_88a34db5d5e10a8c,desprecio,jara,jara,esporadico
2,0.47500000000000003,1.0,u_fec24f20fb5ee475,desprecio,jara,empate,recurrente
1,0.2,0.0,u_60ee1f7b2b411de8,ironia,kast,kast,esporadico
1,0.7,1.0,u_7f46c33fcb5c46b2,desprecio,kast,kast,esporadico
1,0.6,1.0,u_f5d1be9cc7fc56e9,indignacion,kaiser,kaiser,esporadico
1,0.45,0.0,u_da50d63c8863191a,ironia,jara,jara,esporadico
2,0.275,1.0,u_dbfed4c518577560,indignacion,"kast, jara",empate,recurrente
2,0.3,0.0,u_13d8d3f881d5643b,ironia,jara,empate,recurrente
3,0.6333333333333333,1.0,u_3d56d69a314f104d,desprecio,"kast, kaiser",empate,recurrente
2,0.35,0.5,u_c29d6958583edd58,ironia,kast,kast,recurrente
1,0.4,1.0,u_234979e820ed2004,ironia,kaiser,kaiser,esporadico
1,0.35,1.0,u_e5c1c94874a7b433,ninguna,"kast, jara",empate,esporadico
1,0.45,1.0,u_98ab92b58d6f0406,ironia,kast,kast,esporadico
1,0.45,1.0,u_fa7a0f550e82335f,indignacion,jara,jara,esporadico
2,0.45,1.0,u_6ab018bc241eb7ea,ironia,kast,kast,recurrente
1,0.25,0.0,u_cbf798b1ff7eb1db,alegria,kast,kast,esporadico
1,0.3,0.0,u_60bd42d25d75b071,ironia,jara,jara,esporadico
1,0.4,1.0,u_b4e82798083f3618,indignacion,kast,kast,esporadico
2,0.42500000000000004,1.0,u_9526460543d13a9d,desprecio,jara,jara,recurrente
5,0.41,0.6,u_3abb91f6bc407a86,alegria,kast,kast,recurrente
2,0.575,1.0,u_51a2fb162082b95e,indignacion,kast,kast,recurrente
6,0.3416666666666666,0.5,u_35dfb27ca1097b59,ironia,kast,empate,activo
1,0.15,0.0,u_a3351f7eca48e170,ninguna,jara,jara,esporadico
7,0.38571428571428573,0.8571428571428571,u_95b2428ab7a648e2,indignacion,kast,kast,activo
5,0.55,1.0,u_ef2b7f584536d58d,desprecio,jara,kast,recurrente
1,0.5,1.0,u_0cf1a0afd802ba88,ninguna,jara,jara,esporadico
1,0.4,0.0,u_64dd3d9faed4ca57,indignacion,jara,jara,esporadico
2,0.5,1.0,u_ae233b1320ce1508,ninguna,jara,jara,recurrente
1,0.55,0.0,u_209b55061a55a912,ironia,matthei,matthei,esporadico
12,0.46666666666666673,0.9166666666666666,u_3f507fab28bca993,desprecio,kast,kast,activo
2,0.475,1.0,u_45bb3fd217646dd8,indignacion,jara,empate,recurrente
3,0.26666666666666666,0.6666666666666666,u_5fef273a5f492293,ninguna,jara,jara,recurrente
1,0.25,0.0,u_9a935d2594af62ae,ironia,jara,jara,esporadico
4,0.4625,0.75,u_8b50374f15497ea4,miedo,kast,kast,recurrente
2,0.375,0.0,u_10234c067133476a,ira,kast,kast,recurrente
1,0.6,1.0,u_99557b891b2c1d7e,indignacion,"kast, jara",empate,esporadico
1,0.55,1.0,u_8c581ca21165d4ae,ironia,kast,kast,esporadico
1,0.45,1.0,u_e6e51dd24325e29a,desprecio,kast,kast,esporadico
3,0.45,0.6666666666666666,u_ad2f5927509d4dab,indignacion,kast,kast,recurrente
3,0.4166666666666667,0.3333333333333333,u_fed169e240a16b17,indignacion,kast,kast,recurrente
1,0.25,0.0,u_7176840df5d9ff43,ironia,kast,kast,esporadico
3,0.45,1.0,u_ae5127a83562c7e5,indignacion,jara,jara,recurrente
3,0.43333333333333335,0.6666666666666666,u_e2baefffbf5b0d87,desprecio,jara,empate,recurrente
1,0.45,1.0,u_86203375752c0c21,ironia,kast,kast,esporadico
1,0.55,1.0,u_c01d2682640726b0,ironia,kast,kast,esporadico
4,0.65,1.0,u_3ee902639e77628d,desprecio,jara,jara,recurrente
3,0.43333333333333335,0.6666666666666666,u_db0f7c1b67a4d4e4,desprecio,kast,kast,recurrente
1,0.65,1.0,u_2f4fe53d02375691,ira,kast,kast,esporadico
3,0.4166666666666667,1.0,u_f0ee3a06f740f2d5,indignacion,kast,kast,recurrente
1,0.6,1.0,u_8bc92a038ebc8d6a,desprecio,kast,kast,esporadico
1,0.5,1.0,u_4779a610e6346ba1,indignacion,"kast, jara",empate,esporadico
1,0.55,1.0,u_34186cb6c0e2827d,ironia,kaiser,kaiser,esporadico
2,0.45,1.0,u_d555114d0c96b917,desprecio,kast,kast,recurrente
1,0.55,1.0,u_18249fee2a2dbfd6,miedo,jara,jara,esporadico
1,0.65,0.0,u_83a52f7397879d4e,esperanza,kast,kast,esporadico
1,0.5,1.0,u_d1b804dba89baf02,indignacion,kast,kast,esporadico
1,0.5,1.0,u_6093faa996ebb10d,ironia,jara,jara,esporadico
3,0.3,0.6666666666666666,u_2a5a1e99675ab246,indignacion,"kast, jara",jara,recurrente
1,0.25,1.0,u_ee60fb12425a1dc1,ninguna,"kast, jara",empate,esporadico
3,0.5333333333333333,1.0,u_bc0767bda1e24c9e,desprecio,kast,kast,recurrente
