n_comentarios,polarizacion_media,pct_negativo,author_hash,emocion_dominante,candidato_mas_frecuente,candidato_principal,tipo_autor
1,0.4,0.0,u_a5d6295f75113a6d,desprecio,kast,kast,esporadico
1,0.25,0.0,u_d620d017eded1311,ninguna,"kast, jara",empate,esporadico
3,0.6333333333333333,1.0,u_93006c9227018bc8,indignacion,jara,jara,recurrente
1,0.35,1.0,u_58df499c45e36b6d,desprecio,matthei,matthei,esporadico
2,0.25,0.5,u_1e034f71faf753ef,indignacion,kast,kast,recurrente
1,0.6,1.0,u_a2450766786eab6c,desprecio,jara,jara,esporadico
1,0.45,1.0,u_ff50eaf1d7ae8f6d,ironia,"kast, kaiser",empate,esporadico
10,0.4,0.6,u_419f7138e6c83783,desprecio,matthei,empate,activo
1,0.4,0.0,u_08aadba460370c20,ironia,kast,kast,esporadico
2,0.5,1.0,u_6411d7563ca9ea72,ironia,"kaiser, jara",empate,recurrente
5,0.53,0.8,u_49472d9b41ef3dde,indignacion,kast,kast,recurrente
1,0.25,0.0,u_621a911643aa5997,ninguna,jara,jara,esporadico
32,0.4171875,0.6875,u_e93cf09d2a123870,desprecio,kast,kast,hiperactivo
1,0.3,0.0,u_fbddfd1a1634db8a,ninguna,jara,jara,esporadico
1,0.6,1.0,u_1b3065a1a0f8aa91,indignacion,matthei,matthei,esporadico
1,0.5,1.0,u_cc20eb70f82c745d,desprecio,kast,kast,esporadico
1,0.25,1.0,u_76aec0f98dd336b3,desprecio,"kast, jara",empate,esporadico
3,0.3833333333333333,0.6666666666666666,u_5c89efa6ddaccdf4,ironia,kast,kast,recurrente
1,0.35,1.0,u_7baad20bfaacfa52,ninguna,"kast, jara",empate,esporadico
2,0.225,0.0,u_877eb653b45fc424,esperanza,"kast, jara",kast,recurrente
1,0.6,1.0,u_985796a3abef728e,desprecio,jara,jara,esporadico
1,0.25,1.0,u_2379e1891e01a746,ninguna,"kast, jara",empate,esporadico
2,0.6000000000000001,1.0,u_bcc79bfaad8b3ca5,desprecio,kaiser,empate,recurrente
6,0.35000000000000003,0.3333333333333333,u_a119fee8741606f1,indignacion,jara,empate,activo
2,0.275,0.5,u_416f27d0a9789aab,indignacion,kast,kast,recurrente
3,0.5166666666666667,0.6666666666666666,u_448e6245126ac02e,ironia,jara,kast,recurrente
1,0.15,0.0,u_e56a4eaf364b742e,alegria,kast,kast,esporadico
4,0.3,0.5,u_e95a002a4db31b8e,ironia,kast,kast,recurrente
2,0.22499999999999998,0.0,u_4dc70a0079ea4753,ninguna,jara,empate,recurrente
1,0.65,1.0,u_5d9e600b6b8b3298,indignacion,kast,kast,esporadico
2,0.25,1.0,u_2d2d166d7c12085b,ironia,"kast, jara",empate,recurrente
5,0.38,0.6,u_d3a95e11af5ed49b,indignacion,kast,kast,recurrente
1,0.45,1.0,u_11a6e19131174b04,desprecio,jara,jara,esporadico
2,0.575,1.0,u_3e55b239887eee63,desprecio,kast,kast,recurrente
8,0.39375,0.75,u_7c26a13124cac395,desprecio,kast,kast,activo
9,0.31666666666666665,0.4444444444444444,u_4faaa00c4555480c,desprecio,kast,kast,activo
1,0.25,0.0,u_72b2c8c6e0ec3cc3,ninguna,jara,jara,esporadico
1,0.35,1.0,u_24d1584e4bb77645,indignacion,"kast, jara",empate,esporadico
1,0.4,1.0,u_d5caf9bbd1ea53ba,esperanza,"kast, jara",empate,esporadico
1,0.65,1.0,u_71173053d7e8f293,desprecio,kast,kast,esporadico
1,0.2,0.0,u_b8310cc4749ac538,alegria,kaiser,kaiser,esporadico
2,0.35,0.5,u_8ebac4977e2e2223,desprecio,kaiser,empate,recurrente
1,0.5,1.0,u_2c8c59b007fb3745,ninguna,kast,kast,esporadico
6,0.39166666666666666,0.5,u_73975b6827f4d36d,desprecio,jara,jara,activo
1,0.35,0.0,u_5154637999a51391,ninguna,kast,kast,esporadico
3,0.75,1.0,u_4ff361cfeb6874ce,desprecio,kast,kast,recurrente
9,0.37222222222222223,0.5555555555555556,u_6669fc3abe3822c4,desprecio,"kast, jara",jara,activo
1,0.85,1.0,u_d2fa1cb8d4911df1,ira,jara,jara,esporadico
1,0.4,1.0,u_85999c4fff5a2632,desprecio,jara,jara,esporadico
2,0.55,0.5,u_7acf7d4437a10214,desprecio,jara,empate,recurrente
1,0.4,1.0,u_d19efdd0525ef2f8,ironia,jara,jara,esporadico
2,0.425,1.0,u_c1a255d04deb49ba,desprecio,jara,jara,recurrente
1,0.2,0.0,u_685fecf78db82c9e,ninguna,kast,kast,esporadico
1,0.45,1.0,u_ba1764e0f4069b8f,desprecio,kast,kast,esporadico
1,0.1,0.0,u_882d282a36c1a2b4,ironia,"kast, matthei",empate,esporadico
1,0.5,1.0,u_b5d96dac9ee3eba4,ninguna,kast,kast,esporadico
1,0.45,1.0,u_4c2115e43afbff6d,indignacion,kast,kast,esporadico
2,0.55,1.0,u_9522766e4b170ce9,indignacion,jara,empate,recurrente
9,0.2888888888888889,0.4444444444444444,u_050db0fc03f67cd3,indignacion,kaiser,empate,activo
7,0.42857142857142855,0.8571428571428571,u_9d72af14ec0f7e4a,indignacion,jara,jara,activo
3,0.43333333333333335,1.0,u_193dcfdaed32417d,ninguna,kaiser,empate,recurrente
1,0.2,0.0,u_c3aa906d97286818,ninguna,"kast, jara",empate,esporadico
5,0.41000000000000003,0.6,u_666160a1395f2c83,indignacion,"kast, matthei",matthei,recurrente
2,0.35,0.5,u_c8f0cf0567f74590,desprecio,kast,kast,recurrente
4,0.3125,0.75,u_933e5b9e4090ae6f,indignacion,kast,kast,recurrente
1,0.45,1.0,u_dd70b12fb69e347e,desprecio,"kast, jara",empate,esporadico
1,0.65,1.0,u_7482a39dadabb837,indignacion,kast,kast,esporadico
2,0.4,0.5,u_ac790d35f2b73f21,desprecio,kast,kast,recurrente
2,0.525,0.5,u_596250463fe83fb8,indignacion,kast,empate,recurrente
3,0.4166666666666667,0.6666666666666666,u_2f40811cb8d206fb,ironia,jara,jara,recurrente
1,0.45,1.0,u_c9f99490adaa4be1,desprecio,"kast, jara",empate,esporadico
1,0.7,1.0,u_b1e37db4158d79b3,desprecio,kast,kast,esporadico
1,0.75,1.0,u_1e50211ffee46574,indignacion,jara,jara,esporadico
1,0.25,0.0,u_aa3e12bdb9f1d3bf,ironia,kast,kast,esporadico
1,0.35,0.0,u_2f5d23bc7bee20b6,alegria,kast,kast,esporadico
5,0.52,0.8,u_4bc23b612d2b5d19,indignacion,kast,kast,recurrente
1,0.5,1.0,u_798849e4f4f9f73d,indignacion,kast,kast,esporadico
3,0.45,1.0,u_d7fab417ddb00142,indignacion,"kast, matthei",kast,recurrente
1,0.2,0.0,u_2388ca70cd31405f,miedo,kast,kast,esporadico
1,0.3,1.0,u_42c11d113a14b321,desprecio,"kast, jara",empate,esporadico
2,0.35,0.5,u_4b320a9a9889d501,esperanza,kaiser,empate,recurrente
4,0.425,0.5,u_8fdd1921d483c2ac,desprecio,kast,kast,recurrente
11,0.3954545454545455,0.8181818181818182,u_de416e5ecb229953,indignacion,jara,jara,activo
1,0.35,0.0,u_989ccccc4572cd66,desprecio,kaiser,kaiser,esporadico
1,0.2,0.0,u_d534ad4de1f83992,desprecio,jara,jara,esporadico
1,0.65,1.0,u_6f6e27ed4005acf9,indignacion,jara,jara,esporadico
1,0.65,1.0,u_a362e3444ac3ccbf,indignacion,kast,kast,esporadico
1,0.6,1.0,u_c82002f2a40e4352,desprecio,jara,jara,esporadico
3,0.43333333333333335,0.6666666666666666,u_ae3d61b419119fcb,desprecio,"kast, jara",jara,recurrente
1,0.65,1.0,u_2222d5d9ecd7b698,indignacion,kast,kast,esporadico
3,0.6,1.0,u_99fcc45b1851dc0d,desprecio,kast,kast,recurrente
2,0.425,1.0,u_cec3a3b541ee24cd,desprecio,kast,kast,recurrente
4,0.325,0.75,u_34d09888227b8a73,ironia,kast,kast,recurrente
4,0.45,0.75,u_16ed4155a245cc20,indignacion,kast,kast,recurrente
1,0.5,1.0,u_3f41c1df1d9b5bc1,desprecio,kast,kast,esporadico
1,0.45,1.0,u_d7d374b74d7c2d0b,indignacion,"kaiser, matthei, jara",empate,esporadico
2,0.525,1.0,u_547bb82f07dbc5ac,desprecio,jara,empate,recurrente
1,0.55,1.0,u_ad4939125fc74efa,desprecio,kast,kast,esporadico
1,0.5,1.0,u_c2e324ddbe16a6bb,ninguna,jara,jara,esporadico
3,0.2333333333333333,0.3333333333333333,u_94dd62807fd943c3,alegria,jara,jara,recurrente
1,0.55,1.0,u_44a92b4391652109,indignacion,kaiser,kaiser,esporadico
2,0.25,0.5,u_62a77d7ff0ef3f3a,desprecio,jara,jara,recurrente
2,0.125,0.5,u_e3fd0def4d351a53,indignacion,kast,kast,recurrente
3,0.45,1.0,u_eb52c69454741627,ironia,kast,kast,recurrente
1,0.25,1.0,u_2a84c92df9f5bb22,indignacion,"kast, matthei",empate,esporadico
2,0.32499999999999996,0.0,u_58546a1c034c54b0,desprecio,kast,kast,recurrente
1,0.1,0.0,u_b2505a0b623fc68e,desprecio,jara,jara,esporadico
3,0.45,1.0,u_b450d39c0190fbb3,ironia,jara,empate,recurrente
1,0.65,1.0,u_f0d9f28b3d84bc50,desprecio,"kast, kaiser, jara",empate,esporadico
1,0.2,0.0,u_4eeffaebeb3681c9,ninguna,kast,kast,esporadico
1,0.45,1.0,u_0872cfbf0a975268,desprecio,kast,kast,esporadico
1,0.55,1.0,u_ed076521025ad6ce,desprecio,kast,kast,esporadico
1,0.4,1.0,u_c732be2ec071fc7d,indignacion,kast,kast,esporadico
2,0.44999999999999996,0.5,u_19b870da6ee0193a,indignacion,kast,kast,recurrente
8,0.34375,0.625,u_eca8f0ce765f64dc,ninguna,kast,kast,activo
1,0.7,1.0,u_963f5ceded15aac0,desprecio,"kast, matthei, jara",empate,esporadico
1,0.4,0.0,u_20c30cd59e2f68e4,ironia,kast,kast,esporadico
1,0.65,1.0,u_14074edbeaae80a9,miedo,jara,jara,esporadico
2,0.5,1.0,u_81329b978cd9831a,desprecio,kast,kast,recurrente
3,0.3833333333333333,0.3333333333333333,u_58ea8beccb153f76,desprecio,jara,kast,recurrente
1,0.3,0.0,u_e2b4a4491bd72a81,desprecio,kast,kast,esporadico
2,0.475,1.0,u_efe813c414899995,ironia,jara,empate,recurrente
1,0.55,1.0,u_96758a5e59ec6098,ironia,kaiser,kaiser,esporadico
3,0.5166666666666667,1.0,u_09fa5ef96cba2f7a,desprecio,jara,empate,recurrente
1,0.25,0.0,u_e9361229c769989a,esperanza,kast,kast,esporadico
7,0.4357142857142858,0.8571428571428571,u_9479dac54e8bad77,ironia,kast,kast,activo
7,0.4714285714285714,1.0,u_b3958f30eee5fe12,desprecio,kast,kast,activo
1,0.6,1.0,u_8c0e7299e4366f66,desprecio,jara,jara,esporadico
1,0.3,1.0,u_36fde820453a115a,ironia,kast,kast,esporadico
1,0.65,0.0,u_b460a25aab103395,desprecio,kast,kast,esporadico
1,0.4,1.0,u_e3b518d35f108caf,indignacion,jara,jara,esporadico
1,0.85,1.0,u_8309f9bf0822b08c,indignacion,kast,kast,esporadico
1,0.35,1.0,u_268ba89e4eaa3ef9,indignacion,"kast, jara",empate,esporadico
1,0.5,1.0,u_5e9beb114afdcc63,desprecio,jara,jara,esporadico
2,0.35,0.5,u_2db5bc74a189c92b,desprecio,kast,kast,recurrente
1,0.4,1.0,u_d5eecce708ee337c,desprecio,"kast, kaiser, matthei",empate,esporadico
1,0.55,1.0,u_db887eb0e280b2b4,desprecio,kast,kast,esporadico
1,0.6,1.0,u_d60f8270778dbe8c,desprecio,jara,jara,esporadico
1,0.3,1.0,u_d7429671af7e6d9c,desprecio,jara,jara,esporadico
5,0.2,0.2,u_05e03f15bb28e6d1,ironia,kast,kast,recurrente
3,0.39999999999999997,0.6666666666666666,u_081173f2e7697871,desprecio,kast,kast,recurrente
1,0.4,1.0,u_d66fc21b6c8d2119,ironia,kast,kast,esporadico
4,0.3125,1.0,u_2f648746ff7295e8,ironia,jara,jara,recurrente
3,0.6166666666666667,1.0,u_8c81e876fd75efdc,indignacion,jara,empate,recurrente
1,0.15,1.0,u_6a3bb6de4424f8c0,indignacion,"kast, jara",empate,esporadico
2,0.35,1.0,u_8a6e9e9b8a357aef,indignacion,kast,kast,recurrente
3,0.26666666666666666,0.3333333333333333,u_4e028138b2d5ee1a,indignacion,kaiser,empate,recurrente
1,0.65,1.0,u_bceef4abef8f62ff,miedo,"kast, jara",empate,esporadico
1,0.4,0.0,u_2bfb36afb8b91b3e,desprecio,kast,kast,esporadico
2,0.35,0.5,u_d4b9954fb2dfd8fe,ironia,jara,empate,recurrente
3,0.31666666666666665,1.0,u_281675c0f8df80f6,desprecio,kast,kast,recurrente
12,0.49583333333333335,0.9166666666666666,u_ca6e116741b1ac6e,desprecio,kast,kast,activo
1,0.5,1.0,u_b49268da40ec463e,indignacion,kast,kast,esporadico
6,0.4083333333333334,0.6666666666666666,u_5fe3cb48992d9e19,desprecio,"kast, jara",kast,activo
1,0.3,1.0,u_07db7092b96a531a,indignacion,kast,kast,esporadico
3,0.35000000000000003,0.6666666666666666,u_2d007a84b9e892f1,desprecio,"kast, jara",empate,recurrente
2,0.725,1.0,u_7e84136f5145e616,desprecio,jara,jara,recurrente
2,0.35,0.5,u_e7ec2140836026a5,desprecio,jara,jara,recurrente
1,0.4,1.0,u_204a42826629cde1,desprecio,"kast, jara",empate,esporadico
4,0.5125,1.0,u_fd94fd2e9e7b3f4a,ironia,kast,kast,recurrente
12,0.44166666666666665,0.75,u_45d6589741d12386,desprecio,kast,kast,activo
4,0.4625,0.75,u_15c5949228ba7994,ironia,kast,kast,recurrente
2,0.2,0.0,u_3163600837dafc81,indignacion,jara,empate,recurrente
11,0.41818181818181815,0.6363636363636364,u_ad560bd2b4858cd0,desprecio,kast,kast,activo
1,0.7,1.0,u_09a43f8249cb2745,desprecio,jara,jara,esporadico
2,0.22499999999999998,0.5,u_2790a858c9edbca7,ninguna,jara,empate,recurrente
1,0.4,1.0,u_9c1798fcfd0c6d45,miedo,kaiser,kaiser,esporadico
1,0.4,1.0,u_d80c3227666c437b,desprecio,kast,kast,esporadico
1,0.4,1.0,u_31e9365088a121b2,desprecio,jara,jara,esporadico
1,0.3,1.0,u_a292890e3124acb1,indignacion,kast,kast,esporadico
1,0.15,0.0,u_9ee21f334fe58741,ninguna,jara,jara,esporadico
2,0.275,0.5,u_d894b6b9279bf2a4,desprecio,jara,jara,recurrente
1,0.6,1.0,u_a78c8c0416584c03,desprecio,kast,kast,esporadico
3,0.3,0.6666666666666666,u_df483e4e8dc5a77b,indignacion,kast,kast,recurrente
1,0.3,1.0,u_e7c757d2c8a6b581,ninguna,"kast, kaiser",empate,esporadico
1,0.35,0.0,u_48ee5fb1d16b8517,indignacion,kast,kast,esporadico
1,0.5,1.0,u_3ff251ebbd97765d,ironia,kast,kast,esporadico
3,0.5,0.6666666666666666,u_4dc9ceed01554078,ironia,kast,kast,recurrente
1,0.5,1.0,u_713d3b664be3933d,miedo,kast,kast,esporadico
3,0.2333333333333333,0.3333333333333333,u_1722cbd84af76506,ironia,kast,kast,recurrente
1,0.25,1.0,u_42d5f21f64fa4d71,miedo,"kast, matthei, jara",empate,esporadico
1,0.65,1.0,u_a7f100de50c2c586,indignacion,kaiser,kaiser,esporadico
1,0.4,0.0,u_ef9167a1600702f0,desprecio,kast,kast,esporadico
1,0.5,0.0,u_fea5ae11960aabea,indignacion,kaiser,kaiser,esporadico
1,0.45,1.0,u_6d15dad1d9ee7d68,indignacion,kast,kast,esporadico
1,0.4,1.0,u_851344e4ef5ac155,desprecio,"kast, jara",empate,esporadico
1,0.7,1.0,u_c8c3e02afe2ee5ba,desprecio,kast,kast,esporadico
2,0.3,1.0,u_2670c8d91bb5db1e,desprecio,kast,kast,recurrente
4,0.475,1.0,u_0984e8e237bcc2bf,miedo,jara,empate,recurrente
2,0.475,0.5,u_4df7997b7d389613,desprecio,kast,kast,recurrente
6,0.26666666666666666,0.5,u_c8f00c869ff97147,ironia,kast,kast,activo
1,0.25,0.0,u_6120b192fe3fb659,desprecio,kast,kast,esporadico
1,0.25,0.0,u_b0f8c1727d8eaf76,ninguna,jara,jara,esporadico
1,0.25,0.0,u_394ff1cda0e5fbd5,ninguna,kast,kast,esporadico
1,0.3,0.0,u_5b552316b62f535d,ninguna,kast,kast,esporadico
4,0.48750000000000004,1.0,u_e9f90896fe37f390,ironia,kast,kast,recurrente
1,0.25,0.0,u_bbd69cfa8a06ed6b,ironia,kast,kast,esporadico
1,0.65,1.0,u_21fb20313dde568b,desprecio,"kast, matthei, jara",empate,esporadico
1,0.55,1.0,u_80e9f96272ef2f9d,desprecio,kast,kast,esporadico
1,0.45,0.0,u_a67dbfd1a7a79c70,ironia,jara,jara,esporadico
1,0.2,0.0,u_ae88a26dfe8675e5,indignacion,kaiser,kaiser,esporadico
1,0.5,1.0,u_a26690e4a21d48d5,indignacion,kast,kast,esporadico
2,0.3,0.0,u_34a2a8487cb034a9,ironia,"kast, jara",kast,recurrente
9,0.4722222222222222,0.8888888888888888,u_c68ee0bb2cd7fe3b,desprecio,kast,kast,activo
1,0.4,1.0,u_54e18daae4dfb93b,indignacion,kaiser,kaiser,esporadico
5,0.27,0.2,u_5be98113a94f6b1a,ironia,kast,kast,recurrente
1,0.65,1.0,u_8cafd5c7db4b3820,ninguna,kast,kast,esporadico
1,0.55,0.0,u_d0268a1ab0294273,indignacion,kast,kast,esporadico
1,0.35,1.0,u_ac42c63a1ab78ddf,desprecio,"kast, matthei",empate,esporadico
1,0.4,1.0,u_426aefc347e1963f,ironia,kaiser,kaiser,esporadico
8,0.3125,0.75,u_e5920def1661bc53,ninguna,kast,kast,activo
1,0.6,1.0,u_15f8805c271dcc10,indignacion,kast,kast,esporadico
1,0.5,1.0,u_56051877e5968449,indignacion,"kast, jara",empate,esporadico
1,0.45,1.0,u_8aa60ddc9d952e36,ironia,kast,kast,esporadico
2,0.5,0.5,u_26363fc08b217d59,indignacion,kaiser,empate,recurrente
5,0.43,0.6,u_78885d4cd7c1910f,desprecio,jara,jara,recurrente
1,0.25,0.0,u_4ae9d2f9e318d6b1,ironia,kast,kast,esporadico
1,0.35,0.0,u_f4bc042a68d7eba1,ironia,kast,kast,esporadico
1,0.2,1.0,u_5299e6e5a8ded652,indignacion,"kast, kaiser",empate,esporadico
1,0.35,0.0,u_32041a733eb5c601,ninguna,kast,kast,esporadico
6,0.34166666666666673,0.6666666666666666,u_7db75e16439c3667,desprecio,kast,kast,activo
1,0.35,1.0,u_3731d4e26a889b4c,desprecio,kast,kast,esporadico
2,0.375,1.0,u_b351530bb207f126,indignacion,jara,empate,recurrente
1,0.4,1.0,u_a76b3a20a5f3e313,ninguna,kast,kast,esporadico
17,0.5617647058823529,0.8823529411764706,u_e835ee0d052cfed1,indignacion,kast,kast,activo
1,0.3,0.0,u_a5d96072cffd75da,alegria,kast,kast,esporadico
1,0.65,1.0,u_db633c84f8b1c774,desprecio,jara,jara,esporadico
3,0.43333333333333335,0.6666666666666666,u_f4d3f7a0a4fd3ed6,ninguna,kaiser,empate,recurrente
1,0.45,1.0,u_c01afe7a7283373c,ironia,kast,kast,esporadico
3,0.43333333333333335,1.0,u_7e940298e0156bfb,ninguna,kast,kast,recurrente
1,0.45,0.0,u_4cc818b1930d63bb,desprecio,jara,jara,esporadico
1,0.3,1.0,u_5a9f3dbc666b4eae,desprecio,kast,kast,esporadico
1,0.45,0.0,u_23a1f0c8f0668427,ironia,jara,jara,esporadico
20,0.3775,0.75,u_bf4511e29632ad87,ninguna,kast,kast,activo
1,0.3,0.0,u_fdbc1f834e5c0064,desprecio,kast,kast,esporadico
1,0.6,1.0,u_89d2a082a3eb7960,desprecio,kast,kast,esporadico
1,0.65,1.0,u_c7f58d0de70f57a6,desprecio,kast,kast,esporadico
1,0.65,1.0,u_e45dde6cf45fd2c9,indignacion,kaiser,kaiser,esporadico
1,0.55,1.0,u_5ba6a481686ee483,indignacion,jara,jara,esporadico
1,0.35,1.0,u_4988364c3894d9b2,desprecio,"kaiser, jara",empate,esporadico
1,0.65,1.0,u_688eab76f63ecaa3,ira,kast,kast,esporadico
1,0.4,1.0,u_9dd5ff5b6ef66d19,indignacion,"kast, jara",empate,esporadico
2,0.525,1.0,u_886a8b4d11fdef07,desprecio,kast,kast,recurrente
1,0.85,1.0,u_289c8a2b4c39b49f,desprecio,kast,kast,esporadico
6,0.3333333333333333,0.6666666666666666,u_9f0f358b85b32239,ninguna,kast,kast,activo
1,0.3,0.0,u_8fc1d1fc1ab84ee9,desprecio,jara,jara,esporadico
1,0.3,1.0,u_35578a7dac0ee71a,indignacion,"kast, jara",empate,esporadico
1,0.45,1.0,u_c1aa0bfb3aae1c82,desprecio,"kast, matthei",empate,esporadico
2,0.45,1.0,u_45f30f5144eac26d,ironia,kast,kast,recurrente
4,0.4,0.25,u_560c60f1a7737501,ninguna,kaiser,kaiser,recurrente
1,0.4,0.0,u_719687fb722189e0,ironia,kast,kast,esporadico
1,0.5,1.0,u_5134f62aa6130cdf,ninguna,kast,kast,esporadico
7,0.37142857142857144,0.7142857142857143,u_df16e1be8c9f9137,ironia,kast,kast,activo
1,0.55,1.0,u_dbcedaf7b63d4172,desprecio,kast,kast,esporadico
1,0.6,1.0,u_e9981059d4d77eb5,desprecio,kast,kast,esporadico
1,0.5,1.0,u_ea80badf8553c4ff,miedo,kast,kast,esporadico
3,0.35000000000000003,1.0,u_02424bf0859e5cd9,desprecio,kaiser,jara,recurrente
2,0.325,1.0,u_18ace88dd52cb19e,desprecio,"kast, jara",kast,recurrente
1,0.35,0.0,u_ed4d6dbfecd8461f,ironia,jara,jara,esporadico
1,0.55,1.0,u_0b5ccef05c55c1b4,desprecio,"kast, kaiser",empate,esporadico
2,0.55,1.0,u_44eefab156267f27,desprecio,jara,empate,recurrente
1,0.25,0.0,u_84a27345c5b2182e,indignacion,kaiser,kaiser,esporadico
8,0.50625,0.875,u_fac985ab3f414a45,desprecio,jara,jara,activo
1,0.4,0.0,u_5ae1b7f4cf86f361,miedo,kast,kast,esporadico
1,0.2,0.0,u_be93dc375f134db6,ninguna,"kast, matthei",empate,esporadico
1,0.65,1.0,u_2d3486aa0d0e6969,indignacion,jara,jara,esporadico
1,0.4,0.0,u_fa126db6ff1e0523,desprecio,jara,jara,esporadico
2,0.575,1.0,u_ac254d7f7ca6ff35,ironia,jara,empate,recurrente
2,0.25,1.0,u_527fdf537397af87,indignacion,jara,jara,recurrente
6,0.4583333333333333,0.6666666666666666,u_8e258dcaa43bccd4,desprecio,kast,kast,activo
4,0.3625,0.5,u_6257555516492232,desprecio,kast,kast,recurrente
15,0.33999999999999997,0.4666666666666667,u_1d3d8c8f3920edf1,ironia,jara,kast,activo
1,0.6,1.0,u_5909fa0557a33b16,indignacion,"kast, kaiser, matthei",empate,esporadico
4,0.4,0.5,u_2144b6957bb2537d,desprecio,kast,kast,recurrente
2,0.3,0.5,u_c54751761b529709,desprecio,kaiser,empate,recurrente
1,0.45,1.0,u_76776ff577f931fe,indignacion,kast,kast,esporadico
1,0.45,1.0,u_5bb81300ab57ac69,indignacion,"kast, jara",empate,esporadico
10,0.4,0.8,u_14de87890acf07d3,desprecio,kast,kast,activo
1,0.45,1.0,u_86afa68892071e27,desprecio,kast,kast,esporadico
1,0.25,1.0,u_f3a5f833001c701a,desprecio,"kast, jara",empate,esporadico
15,0.39333333333333337,0.6,u_ebce27f2f271ba9e,ninguna,kast,kast,activo
2,0.525,1.0,u_067664afe958264f,indignacion,kast,kast,recurrente
2,0.375,1.0,u_e323f4a473d126e4,desprecio,"kast, jara",empate,recurrente
1,0.35,1.0,u_e95e060f270ab46b,ninguna,"matthei, jara",empate,esporadico
10,0.395,0.6,u_618865bc4847ffc2,indignacion,kast,kast,activo
1,0.55,1.0,u_43fd6f5bbf30a50b,desprecio,"kast, kaiser",empate,esporadico
1,0.7,0.0,u_d771372edad38171,alegria,kast,kast,esporadico
1,0.65,1.0,u_37fac2080d521646,miedo,kast,kast,esporadico
1,0.45,1.0,u_d825af0d27f49f12,miedo,kast,kast,esporadico
7,0.37142857142857144,0.7142857142857143,u_6d43c9338015cf11,ninguna,kast,kast,activo
5,0.52,1.0,u_7d4e9d3156c59ab2,desprecio,kast,kast,recurrente
2,0.375,1.0,u_da8062a38dd3ac66,indignacion,kast,kast,recurrente
1,0.35,1.0,u_bbb524b93ae72ad2,desprecio,jara,jara,esporadico
1,0.4,1.0,u_cefe4c35df551f0c,desprecio,kast,kast,esporadico
1,0.2,0.0,u_98ccf42ba88544fa,alegria,"kast, jara",empate,esporadico
1,0.35,1.0,u_669f01a8d1aca9c4,desprecio,jara,jara,esporadico
1,0.6,1.0,u_7e35273e351b1e90,desprecio,kaiser,kaiser,esporadico
1,0.65,1.0,u_0282c830b39651cf,indignacion,kast,kast,esporadico
1,0.15,0.0,u_3e7bc11875c254b7,ninguna,kast,kast,esporadico
3,0.6166666666666667,1.0,u_741ac85799adedd7,desprecio,jara,jara,recurrente
1,0.1,0.0,u_8cecb7351084c34d,ironia,kast,kast,esporadico
1,0.3,0.0,u_adec6e595cd7e5b6,ninguna,jara,jara,esporadico
1,0.6,1.0,u_84e9d3b0d9fe21f2,desprecio,kast,kast,esporadico
2,0.275,0.5,u_051a9f316378ad45,miedo,kast,kast,recurrente
1,0.15,0.0,u_877297b319b50e19,desprecio,"kast, kaiser, jara",empate,esporadico
3,0.5166666666666667,1.0,u_97572c3bc2365e8b,desprecio,jara,empate,recurrente
1,0.35,1.0,u_cf71cc34739fab07,ninguna,kast,kast,esporadico
2,0.675,1.0,u_ca1443e9aba7d940,desprecio,kaiser,empate,recurrente
1,0.5,1.0,u_e3096a1b9f37d630,indignacion,kast,kast,esporadico
9,0.4388888888888889,0.7777777777777778,u_8b2d1a09bd0006f8,desprecio,jara,jara,activo
1,0.55,1.0,u_41ce61e76049017d,desprecio,"kast, jara",empate,esporadico
2,0.475,1.0,u_e5deba0a155e2fcc,desprecio,kast,kast,recurrente
4,0.425,0.75,u_7e898ddc6660de11,indignacion,kast,kast,recurrente
1,0.45,1.0,u_4cf400fc511b40cd,desprecio,"kast, jara",empate,esporadico
1,0.45,1.0,u_9cbfed622bc7651e,miedo,kast,kast,esporadico
1,0.3,0.0,u_0a7ffbcd59cca397,indignacion,kast,kast,esporadico
2,0.45,0.5,u_a94d93a46b8a582d,desprecio,kast,kast,recurrente
4,0.4375,0.5,u_8b3de60598e9acf0,indignacion,kast,kast,recurrente
2,0.32499999999999996,0.5,u_71ec15e63315ce75,desprecio,jara,empate,recurrente
1,0.6,1.0,u_8e0548e1e0cc44a8,desprecio,kast,kast,esporadico
3,0.3833333333333333,1.0,u_6aa946fb3cea2a89,indignacion,"kast, jara",empate,recurrente
1,0.25,0.0,u_865f995f1ad1f3f3,desprecio,jara,jara,esporadico
1,0.3,0.0,u_3fc0b767c7954126,desprecio,kast,kast,esporadico
15,0.45666666666666667,0.8,u_218eb38bf2b61270,indignacion,kaiser,empate,activo
1,0.55,1.0,u_120f9767f2968a5c,desprecio,matthei,matthei,esporadico
4,0.5625,0.75,u_f5876c00a6fd83da,desprecio,kast,kast,recurrente
1,0.35,1.0,u_435ddb5deda1646d,desprecio,kast,kast,esporadico
2,0.42500000000000004,1.0,u_77e8757fe44cd8e2,indignacion,kast,kast,recurrente
3,0.48333333333333334,0.6666666666666666,u_1d50ad6d08ee4e3f,ironia,kast,kast,recurrente
1,0.65,1.0,u_7c189f7177f15926,desprecio,kast,kast,esporadico
1,0.7,1.0,u_6215fee6b9047b25,desprecio,"kaiser, jara",empate,esporadico
1,0.4,0.0,u_93b214292444bdab,ironia,"kast, matthei, jara",empate,esporadico
