dia,prob_neg_jara,prob_neg_kast,prob_pos_jara,prob_pos_kast,n_jara,n_kast,pol_mean_jara,pol_mean_kast,dif_neg_jara_menos_kast,dif_pos_jara_menos_kast,ventana_eleccion,es_debate
2025-12-13,0.3380281690140845,0.6973684210526315,0.2112676056338028,0.02631578947368421,71.0,76.0,0.41306338028169015,0.4303618421052632,-0.359340252038547,0.1849518161601186,ventana_eleccion,0
2025-12-14,0.4492753623188406,0.6102564102564103,0.057971014492753624,0.041025641025641026,69.0,195.0,0.408695652173913,0.4291794871794872,-0.16098104793756973,0.0169453734671126,ventana_eleccion,0
2025-12-15,0.38095238095238093,0.6242424242424243,0.015873015873015872,0.09696969696969697,63.0,165.0,0.44035714285714284,0.44470606060606066,-0.24329004329004333,-0.0810966810966811,ventana_eleccion,0
2025-12-16,0.75,0.6666666666666666,0.0,0.07407407407407407,12.0,108.0,0.483125,0.4778703703703704,0.08333333333333337,-0.07407407407407407,ventana_eleccion,0
2025-12-17,0.35294117647058826,0.589041095890411,0.058823529411764705,0.0410958904109589,17.0,73.0,0.3925,0.438013698630137,-0.23609991941982272,0.017727639000805803,ventana_eleccion,0
