dia,n,prob_neg,prob_pos,pol_mean,candidato
2025-12-11,93,0.7096774193548387,0.0,0.419247311827957,kast
2025-12-12,60,0.6833333333333333,0.016666666666666666,0.43804166666666666,kast
2025-12-13,76,0.6973684210526315,0.02631578947368421,0.4303618421052632,kast
2025-12-14,195,0.6102564102564103,0.041025641025641026,0.4291794871794872,kast
2025-12-15,165,0.6242424242424243,0.09696969696969697,0.44470606060606066,kast
2025-12-16,108,0.6666666666666666,0.07407407407407407,0.4778703703703704,kast
2025-12-17,73,0.589041095890411,0.0410958904109589,0.438013698630137,kast
2025-12-18,94,0.6063829787234043,0.0425531914893617,0.43952127659574464,kast
2025-12-19,51,0.5490196078431373,0.0392156862745098,0.4429411764705882,kast
2025-12-20,15,0.8,0.13333333333333333,0.5783333333333334,kast
2025-12-21,23,0.8695652173913043,0.0,0.5140217391304348,kast
2025-12-22,30,0.6333333333333333,0.13333333333333333,0.49158333333333337,kast
2025-12-23,22,0.7727272727272727,0.0,0.5080681818181818,kast
2025-12-24,31,0.5806451612903226,0.0967741935483871,0.44911290322580644,kast
2025-12-25,7,0.8571428571428571,0.0,0.6482142857142856,kast
2025-12-26,8,0.5,0.0,0.515,kast
2025-12-27,7,0.7142857142857143,0.0,0.40499999999999997,kast
2025-12-28,22,0.45454545454545453,0.13636363636363635,0.4157954545454546,kast
2025-12-29,5,0.6,0.0,0.544,kast
2025-12-31,3,0.3333333333333333,0.0,0.39250000000000007,kast
2026-01-01,2,1.0,0.0,0.5,kast
2026-01-02,2,0.5,0.0,0.35,kast
2026-01-08,3,0.6666666666666666,0.0,0.26666666666666666,kast
2026-01-09,3,0.6666666666666666,0.0,0.4000000000000001,kast
2026-01-11,4,1.0,0.0,0.475,kast
2026-01-13,1,1.0,0.0,0.55,kast
2026-01-15,1,1.0,0.0,0.65,kast
2026-01-16,6,0.6666666666666666,0.0,0.3333333333333333,kast
2026-01-17,2,1.0,0.0,0.42500000000000004,kast
2026-01-18,3,1.0,0.0,0.6333333333333333,kast
2026-01-19,6,0.3333333333333333,0.3333333333333333,0.5320833333333334,kast
2026-01-20,24,0.7916666666666666,0.041666666666666664,0.45708333333333334,kast
2026-01-21,25,0.64,0.12,0.4287,kast
2026-01-22,2,1.0,0.0,0.475,kast
