ambito,n_total,n_derecha_positiva,n_jara_negativa,n_derecha_pos_y_jara_neg,prob_jara_neg_dado_derecha_pos,prob_jara_neg_sin_derecha_pos,risk_ratio,odds_ratio
global,7948,417,1380,56,0.1342925659472422,0.17580666578143672,0.7638650408977954,0.7272346871312484
posicionamiento,1366,82,313,20,0.24390243902439024,0.22819314641744548,1.0688420877382836,1.0910492128151492
primera_vuelta,1920,131,310,12,0.0916030534351145,0.16657350475125768,0.5499257134074492,0.5045400710619818
segunda_vuelta,4662,204,757,24,0.11764705882352941,0.16442350829968597,0.7155123986838937,0.677580718508413
