autores_negativos_pre,autores_negativos_a_positivos_post,autores_negativos_a_neutros_post,autores_negativos_a_negativos_post,prob_pos_post_dado_neg_pre,prob_no_neg_post_dado_neg_pre
215,6,21,188,0.027906976744186046,0.12558139534883722
