document,chars,sents,tokens,types,puncts,numbers,symbols,urls,tags,emojis
text1833,NA,NA,8,8,0,0,0,0,0,0
text1834,NA,NA,9,9,0,0,0,0,0,0
text1835,NA,NA,9,9,0,0,0,0,0,0
text1836,NA,NA,10,9,0,0,0,0,0,0
text1837,NA,NA,11,11,0,0,0,0,0,0
text1838,NA,NA,10,10,0,0,0,0,0,0
text1839,NA,NA,13,13,0,0,0,0,0,0
text1840,NA,NA,7,7,0,0,0,0,0,0
text1841,NA,NA,13,13,0,0,0,0,0,0
text1842,NA,NA,11,11,0,0,0,0,0,0
text1843,NA,NA,6,6,0,0,0,0,0,0
text1844,NA,NA,10,10,0,0,0,0,0,0
text1845,NA,NA,146,101,0,0,0,0,0,0
text1846,NA,NA,9,9,0,0,0,0,0,0
text1847,NA,NA,27,25,0,0,0,0,0,0
text1848,NA,NA,8,7,0,0,0,0,0,0
text1849,NA,NA,5,5,0,0,0,0,0,0
text1850,NA,NA,91,64,0,0,0,0,0,0
text1851,NA,NA,8,8,0,0,0,0,0,0
text1852,NA,NA,7,7,0,0,0,0,0,0
text1853,NA,NA,54,51,0,0,0,0,0,0
text1854,NA,NA,4,4,0,0,0,0,0,0
text1855,NA,NA,27,23,0,0,0,0,0,0
text1856,NA,NA,4,4,0,0,0,0,0,0
text1857,NA,NA,38,33,0,0,0,0,0,0
text1858,NA,NA,9,9,0,0,0,0,0,0
text1859,NA,NA,28,24,0,0,0,0,0,0
text1860,NA,NA,359,244,0,0,0,0,0,0
text1861,NA,NA,331,200,0,0,0,0,0,0
text1862,NA,NA,55,51,0,0,0,0,0,0
text1863,NA,NA,5,4,0,0,0,0,0,0
text1864,NA,NA,22,22,0,0,0,0,0,0
text1865,NA,NA,51,46,0,0,0,0,0,0
text1866,NA,NA,6,6,0,0,0,0,0,0
text1867,NA,NA,165,112,0,0,0,0,0,0
text1868,NA,NA,3,3,0,0,0,0,0,0
text1869,NA,NA,5,5,0,0,0,0,0,0
text1870,NA,NA,9,9,0,0,0,0,0,0
text1871,NA,NA,9,9,0,0,0,0,0,0
text1872,NA,NA,3,3,0,0,0,0,0,0
text1873,NA,NA,68,49,0,0,0,0,0,0
text1874,NA,NA,50,43,0,0,0,0,0,0
text1875,NA,NA,4,4,0,0,0,0,0,0
text1876,NA,NA,3,3,0,0,0,0,0,0
text1877,NA,NA,5,5,0,0,0,0,0,0
text1878,NA,NA,4,4,0,0,0,0,0,0
text1879,NA,NA,0,0,0,0,0,0,0,0
text1880,NA,NA,4,4,0,0,0,0,0,0
text1881,NA,NA,4,4,0,0,0,0,0,0
text1882,NA,NA,1,1,0,0,0,0,0,0
text1883,NA,NA,5,5,0,0,0,0,0,0
text1884,NA,NA,6,6,0,0,0,0,0,0
text1885,NA,NA,68,56,0,0,0,0,0,0
text1886,NA,NA,46,38,0,0,0,0,0,0
text1887,NA,NA,15,14,0,0,0,0,0,0
text1888,NA,NA,115,90,0,0,0,0,0,0
text1889,NA,NA,36,31,0,0,0,0,0,0
text1890,NA,NA,15,14,0,0,0,0,0,0
text1891,NA,NA,3,3,0,0,0,0,0,0
text1892,NA,NA,12,12,0,0,0,0,0,0
text1893,NA,NA,9,9,0,0,0,0,0,0
text1894,NA,NA,10,10,0,0,0,0,0,0
text1895,NA,NA,13,12,0,0,0,0,0,0
text1896,NA,NA,87,73,0,0,0,0,0,0
text1897,NA,NA,12,12,0,0,0,0,0,0
text1898,NA,NA,9,9,0,0,0,0,0,0
text1899,NA,NA,60,39,0,0,0,0,0,0
text1900,NA,NA,8,8,0,0,0,0,0,0
text1901,NA,NA,9,9,0,0,0,0,0,0
text1902,NA,NA,7,7,0,0,0,0,0,0
text1903,NA,NA,12,11,0,0,0,0,0,0
text1904,NA,NA,12,12,0,0,0,0,0,0
text1905,NA,NA,7,7,0,0,0,0,0,0
text1906,NA,NA,10,10,0,0,0,0,0,0
text1907,NA,NA,10,10,0,0,0,0,0,0
text1908,NA,NA,4,4,0,0,0,0,0,0
text1909,NA,NA,9,9,0,0,0,0,0,0
text1910,NA,NA,9,8,0,0,0,0,0,0
text1911,NA,NA,90,73,0,0,0,0,0,0
text1912,NA,NA,6,6,0,0,0,0,0,0
text1913,NA,NA,8,8,0,0,0,0,0,0
text1914,NA,NA,11,9,0,0,0,0,0,0
text1915,NA,NA,13,12,0,0,0,0,0,0
text1916,NA,NA,9,9,0,0,0,0,0,0
text1917,NA,NA,9,7,0,0,0,0,0,0
text1918,NA,NA,8,8,0,0,0,0,0,0
text1919,NA,NA,7,7,0,0,0,0,0,0
text1920,NA,NA,11,10,0,0,0,0,0,0
text1921,NA,NA,6,6,0,0,0,0,0,0
text1922,NA,NA,10,10,0,0,0,0,0,0
text1923,NA,NA,146,117,0,0,0,0,0,0
text1924,NA,NA,12,12,0,0,0,0,0,0
text1925,NA,NA,8,8,0,0,0,0,0,0
text1926,NA,NA,6,6,0,0,0,0,0,0
text1927,NA,NA,11,9,0,0,0,0,0,0
text1928,NA,NA,10,10,0,0,0,0,0,0
text1929,NA,NA,38,30,0,0,0,0,0,0
text1930,NA,NA,3,3,0,0,0,0,0,0
text1931,NA,NA,8,8,0,0,0,0,0,0
text1932,NA,NA,11,11,0,0,0,0,0,0
text1933,NA,NA,8,8,0,0,0,0,0,0
text1934,NA,NA,9,9,0,0,0,0,0,0
text1935,NA,NA,81,66,0,0,0,0,0,0
text1936,NA,NA,8,8,0,0,0,0,0,0
text1937,NA,NA,136,77,0,0,0,0,0,0
text1938,NA,NA,489,259,0,0,0,0,0,0
text1939,NA,NA,88,72,0,0,0,0,0,0
text1940,NA,NA,14,14,0,0,0,0,0,0
text1941,NA,NA,8,7,0,0,0,0,0,0
text1942,NA,NA,8,8,0,0,0,0,0,0
text1943,NA,NA,8,8,0,0,0,0,0,0
text1944,NA,NA,10,10,0,0,0,0,0,0
text1945,NA,NA,7,7,0,0,0,0,0,0
text1946,NA,NA,1,1,0,0,0,0,0,0
text1947,NA,NA,10,10,0,0,0,0,0,0
text1948,NA,NA,6,6,0,0,0,0,0,0
text1949,NA,NA,203,154,0,0,0,0,0,0
text1950,NA,NA,47,36,0,0,0,0,0,0
text1951,NA,NA,4,4,0,0,0,0,0,0
text1952,NA,NA,8,8,0,0,0,0,0,0
text1953,NA,NA,10,10,0,0,0,0,0,0
text1954,NA,NA,6,6,0,0,0,0,0,0
text1955,NA,NA,22,16,0,0,0,0,0,0
text1956,NA,NA,22,22,0,0,0,0,0,0
text1957,NA,NA,39,31,0,0,0,0,0,0
text1958,NA,NA,1481,608,0,0,0,0,0,0
text1959,NA,NA,5,5,0,0,0,0,0,0
text1960,NA,NA,135,101,0,0,0,0,0,0
text1961,NA,NA,176,134,0,0,0,0,0,0
text1962,NA,NA,54,44,0,0,0,0,0,0
text1963,NA,NA,41,35,0,0,0,0,0,0
text1964,NA,NA,2,2,0,0,0,0,0,0
text1965,NA,NA,11,11,0,0,0,0,0,0
text1966,NA,NA,29,24,0,0,0,0,0,0
text1967,NA,NA,21,15,0,0,0,0,0,0
text1968,NA,NA,3,3,0,0,0,0,0,0
text1969,NA,NA,15,14,0,0,0,0,0,0
text1970,NA,NA,2,2,0,0,0,0,0,0
text1971,NA,NA,10,10,0,0,0,0,0,0
text1972,NA,NA,20,20,0,0,0,0,0,0
text1973,NA,NA,14,14,0,0,0,0,0,0
text1974,NA,NA,177,115,0,0,0,0,0,0
text1975,NA,NA,21,20,0,0,0,0,0,0
text1976,NA,NA,50,41,0,0,0,0,0,0
text1977,NA,NA,38,21,0,0,0,0,0,0
text1978,NA,NA,9,9,0,0,0,0,0,0
text1979,NA,NA,4,4,0,0,0,0,0,0
text1980,NA,NA,3,3,0,0,0,0,0,0
text1981,NA,NA,41,38,0,0,0,0,0,0
text1982,NA,NA,8,8,0,0,0,0,0,0
text1983,NA,NA,9,9,0,0,0,0,0,0
text1984,NA,NA,7,7,0,0,0,0,0,0
text1985,NA,NA,7,5,0,0,0,0,0,0
text1986,NA,NA,8,8,0,0,0,0,0,0
text1987,NA,NA,2,2,0,0,0,0,0,0
text1988,NA,NA,39,31,0,0,0,0,0,0
text1989,NA,NA,17,17,0,0,0,0,0,0
text1990,NA,NA,20,19,0,0,0,0,0,0
text1991,NA,NA,48,41,0,0,0,0,0,0
text1992,NA,NA,11,10,0,0,0,0,0,0
text1993,NA,NA,352,183,0,0,0,0,0,0
text1994,NA,NA,8,8,0,0,0,0,0,0
text1995,NA,NA,16,16,0,0,0,0,0,0
text1996,NA,NA,8,8,0,0,0,0,0,0
text1997,NA,NA,32,26,0,0,0,0,0,0
text1998,NA,NA,67,57,0,0,0,0,0,0
text1999,NA,NA,8,8,0,0,0,0,0,0
text2000,NA,NA,9,9,0,0,0,0,0,0
text2001,NA,NA,357,233,0,0,0,0,0,0
text2002,NA,NA,2,2,0,0,0,0,0,0
text2003,NA,NA,35,30,0,0,0,0,0,0
text2004,NA,NA,6,6,0,0,0,0,0,0
text2005,NA,NA,8,8,0,0,0,0,0,0
text2006,NA,NA,2,2,0,0,0,0,0,0
text2007,NA,NA,1,1,0,0,0,0,0,0
text2008,NA,NA,10,10,0,0,0,0,0,0
text2009,NA,NA,58,48,0,0,0,0,0,0
text2010,NA,NA,10,10,0,0,0,0,0,0
text2011,NA,NA,8,8,0,0,0,0,0,0
text2012,NA,NA,69,55,0,0,0,0,0,0
text2013,NA,NA,12,12,0,0,0,0,0,0
text2014,NA,NA,9,9,0,0,0,0,0,0
text2015,NA,NA,11,11,0,0,0,0,0,0
text2016,NA,NA,10,10,0,0,0,0,0,0
text2017,NA,NA,164,132,0,0,0,0,0,0
text2018,NA,NA,10,10,0,0,0,0,0,0
text2019,NA,NA,18,18,0,0,0,0,0,0
text2020,NA,NA,17,14,0,0,0,0,0,0
text2021,NA,NA,7,7,0,0,0,0,0,0
text2022,NA,NA,6,6,0,0,0,0,0,0
text2023,NA,NA,9,9,0,0,0,0,0,0
text2024,NA,NA,10,9,0,0,0,0,0,0
text2025,NA,NA,10,10,0,0,0,0,0,0
text2026,NA,NA,5,5,0,0,0,0,0,0
text2027,NA,NA,8,8,0,0,0,0,0,0
text2028,NA,NA,21,16,0,0,0,0,0,0
text2029,NA,NA,18,17,0,0,0,0,0,0
text2030,NA,NA,9,8,0,0,0,0,0,0
text2031,NA,NA,14,14,0,0,0,0,0,0
text2032,NA,NA,15,15,0,0,0,0,0,0
text2033,NA,NA,8,8,0,0,0,0,0,0
text2034,NA,NA,4,4,0,0,0,0,0,0
text2035,NA,NA,10,10,0,0,0,0,0,0
text2036,NA,NA,332,213,0,0,0,0,0,0
text2037,NA,NA,8,8,0,0,0,0,0,0
text2038,NA,NA,12,12,0,0,0,0,0,0
text2039,NA,NA,9,9,0,0,0,0,0,0
text2040,NA,NA,16,16,0,0,0,0,0,0
text2041,NA,NA,9,9,0,0,0,0,0,0
text2042,NA,NA,7,7,0,0,0,0,0,0
text2043,NA,NA,8,8,0,0,0,0,0,0
text2044,NA,NA,5,5,0,0,0,0,0,0
text2045,NA,NA,8,8,0,0,0,0,0,0
text2046,NA,NA,15,15,0,0,0,0,0,0
text2047,NA,NA,6,6,0,0,0,0,0,0
text2048,NA,NA,8,8,0,0,0,0,0,0
text2049,NA,NA,7,7,0,0,0,0,0,0
text2050,NA,NA,11,11,0,0,0,0,0,0
text2051,NA,NA,32,24,0,0,0,0,0,0
text2052,NA,NA,11,11,0,0,0,0,0,0
text2053,NA,NA,10,10,0,0,0,0,0,0
text2054,NA,NA,6,6,0,0,0,0,0,0
text2055,NA,NA,6,6,0,0,0,0,0,0
text2056,NA,NA,5,5,0,0,0,0,0,0
text2057,NA,NA,18,16,0,0,0,0,0,0
text2058,NA,NA,9,9,0,0,0,0,0,0
text2059,NA,NA,21,18,0,0,0,0,0,0
text2060,NA,NA,9,9,0,0,0,0,0,0
text2061,NA,NA,4,4,0,0,0,0,0,0
text2062,NA,NA,6,6,0,0,0,0,0,0
text2063,NA,NA,13,13,0,0,0,0,0,0
text2064,NA,NA,12,12,0,0,0,0,0,0
text2065,NA,NA,4,4,0,0,0,0,0,0
text2066,NA,NA,9,9,0,0,0,0,0,0
text2067,NA,NA,9,9,0,0,0,0,0,0
text2068,NA,NA,72,60,0,0,0,0,0,0
text2069,NA,NA,19,16,0,0,0,0,0,0
text2070,NA,NA,24,22,0,0,0,0,0,0
text2071,NA,NA,20,17,0,0,0,0,0,0
text2072,NA,NA,3,3,0,0,0,0,0,0
text2073,NA,NA,3,3,0,0,0,0,0,0
text2074,NA,NA,9,9,0,0,0,0,0,0
text2075,NA,NA,7,7,0,0,0,0,0,0
text2076,NA,NA,28,24,0,0,0,0,0,0
text2077,NA,NA,4,4,0,0,0,0,0,0
text2078,NA,NA,4,4,0,0,0,0,0,0
text2079,NA,NA,26,21,0,0,0,0,0,0
text2080,NA,NA,8,8,0,0,0,0,0,0
text2081,NA,NA,1,1,0,0,0,0,0,0
text2082,NA,NA,7,7,0,0,0,0,0,0
text2083,NA,NA,11,11,0,0,0,0,0,0
text2084,NA,NA,8,8,0,0,0,0,0,0
text2085,NA,NA,7,7,0,0,0,0,0,0
text2086,NA,NA,5,5,0,0,0,0,0,0
text2087,NA,NA,8,8,0,0,0,0,0,0
text2088,NA,NA,63,52,0,0,0,0,0,0
text2089,NA,NA,2589,811,0,0,0,0,0,0
text2090,NA,NA,3,3,0,0,0,0,0,0
text2091,NA,NA,2,2,0,0,0,0,0,0
text2092,NA,NA,8,7,0,0,0,0,0,0
text2093,NA,NA,28,26,0,0,0,0,0,0
text2094,NA,NA,6,6,0,0,0,0,0,0
text2095,NA,NA,27,22,0,0,0,0,0,0
text2096,NA,NA,10,10,0,0,0,0,0,0
text2097,NA,NA,2,2,0,0,0,0,0,0
text2098,NA,NA,5,5,0,0,0,0,0,0
text2099,NA,NA,5,5,0,0,0,0,0,0
text2100,NA,NA,65,58,0,0,0,0,0,0
text2101,NA,NA,14,14,0,0,0,0,0,0
text2102,NA,NA,8,8,0,0,0,0,0,0
text2103,NA,NA,49,37,0,0,0,0,0,0
text2104,NA,NA,11,11,0,0,0,0,0,0
text2105,NA,NA,31,27,0,0,0,0,0,0
text2106,NA,NA,6,6,0,0,0,0,0,0
text2107,NA,NA,8,8,0,0,0,0,0,0
text2108,NA,NA,10,10,0,0,0,0,0,0
text2109,NA,NA,48,40,0,0,0,0,0,0
text2110,NA,NA,133,89,0,0,0,0,0,0
text2111,NA,NA,2,2,0,0,0,0,0,0
text2112,NA,NA,4,4,0,0,0,0,0,0
text2113,NA,NA,3,3,0,0,0,0,0,0
text2114,NA,NA,14,13,0,0,0,0,0,0
text2115,NA,NA,2,2,0,0,0,0,0,0
text2116,NA,NA,11,11,0,0,0,0,0,0
text2117,NA,NA,6,6,0,0,0,0,0,0
text2118,NA,NA,4,4,0,0,0,0,0,0
text2119,NA,NA,9,9,0,0,0,0,0,0
text2120,NA,NA,4,4,0,0,0,0,0,0
text2121,NA,NA,14,13,0,0,0,0,0,0
text2122,NA,NA,15,15,0,0,0,0,0,0
text2123,NA,NA,6,6,0,0,0,0,0,0
text2124,NA,NA,4,4,0,0,0,0,0,0
text2125,NA,NA,10,9,0,0,0,0,0,0
text2126,NA,NA,58,49,0,0,0,0,0,0
text2127,NA,NA,11,11,0,0,0,0,0,0
text2128,NA,NA,2,2,0,0,0,0,0,0
text2129,NA,NA,8,8,0,0,0,0,0,0
text2130,NA,NA,184,135,0,0,0,0,0,0
text2131,NA,NA,21,19,0,0,0,0,0,0
text2132,NA,NA,13,12,0,0,0,0,0,0
text2133,NA,NA,5,5,0,0,0,0,0,0
text2134,NA,NA,5,5,0,0,0,0,0,0
text2135,NA,NA,6,6,0,0,0,0,0,0
text2136,NA,NA,8,8,0,0,0,0,0,0
text2137,NA,NA,5,5,0,0,0,0,0,0
text2138,NA,NA,11,11,0,0,0,0,0,0
text2139,NA,NA,10,8,0,0,0,0,0,0
text2140,NA,NA,149,105,0,0,0,0,0,0
text2141,NA,NA,11,11,0,0,0,0,0,0
text2142,NA,NA,7,6,0,0,0,0,0,0
text2143,NA,NA,7,7,0,0,0,0,0,0
text2144,NA,NA,2,2,0,0,0,0,0,0
text2145,NA,NA,113,79,0,0,0,0,0,0
text2146,NA,NA,12,12,0,0,0,0,0,0
text2147,NA,NA,9,9,0,0,0,0,0,0
text2148,NA,NA,2,2,0,0,0,0,0,0
text2149,NA,NA,34,27,0,0,0,0,0,0
text2150,NA,NA,19,19,0,0,0,0,0,0
text2151,NA,NA,27,24,0,0,0,0,0,0
text2152,NA,NA,5,5,0,0,0,0,0,0
text2153,NA,NA,0,0,0,0,0,0,0,0
text2154,NA,NA,3,3,0,0,0,0,0,0
text2155,NA,NA,10,10,0,0,0,0,0,0
text2156,NA,NA,5,5,0,0,0,0,0,0
text2157,NA,NA,31,28,0,0,0,0,0,0
text2158,NA,NA,30,23,0,0,0,0,0,0
text2159,NA,NA,4,4,0,0,0,0,0,0
text2160,NA,NA,10,10,0,0,0,0,0,0
text2161,NA,NA,9,9,0,0,0,0,0,0
text2162,NA,NA,22,20,0,0,0,0,0,0
text2163,NA,NA,135,96,0,0,0,0,0,0
text2164,NA,NA,11,11,0,0,0,0,0,0
text2165,NA,NA,9,9,0,0,0,0,0,0
text2166,NA,NA,6,6,0,0,0,0,0,0
text2167,NA,NA,6,6,0,0,0,0,0,0
text2168,NA,NA,50,42,0,0,0,0,0,0
text2169,NA,NA,8,8,0,0,0,0,0,0
text2170,NA,NA,6,6,0,0,0,0,0,0
text2171,NA,NA,9,9,0,0,0,0,0,0
text2172,NA,NA,7,7,0,0,0,0,0,0
text2173,NA,NA,14,14,0,0,0,0,0,0
text2174,NA,NA,10,10,0,0,0,0,0,0
text2175,NA,NA,12,10,0,0,0,0,0,0
text2176,NA,NA,46,39,0,0,0,0,0,0
text2177,NA,NA,9,9,0,0,0,0,0,0
text2178,NA,NA,58,48,0,0,0,0,0,0
text2179,NA,NA,5,5,0,0,0,0,0,0
text2180,NA,NA,6,6,0,0,0,0,0,0
text2181,NA,NA,60,52,0,0,0,0,0,0
text2182,NA,NA,9,9,0,0,0,0,0,0
text2183,NA,NA,9,9,0,0,0,0,0,0
text2184,NA,NA,7,6,0,0,0,0,0,0
text2185,NA,NA,6,6,0,0,0,0,0,0
text2186,NA,NA,8,8,0,0,0,0,0,0
text2187,NA,NA,10,10,0,0,0,0,0,0
text2188,NA,NA,12,12,0,0,0,0,0,0
text2189,NA,NA,3,3,0,0,0,0,0,0
text2190,NA,NA,12,12,0,0,0,0,0,0
text2191,NA,NA,8,8,0,0,0,0,0,0
text2192,NA,NA,2,2,0,0,0,0,0,0
text2193,NA,NA,9,9,0,0,0,0,0,0
text2194,NA,NA,8,8,0,0,0,0,0,0
text2195,NA,NA,10,10,0,0,0,0,0,0
text2196,NA,NA,8,8,0,0,0,0,0,0
text2197,NA,NA,9,9,0,0,0,0,0,0
text2198,NA,NA,8,8,0,0,0,0,0,0
text2199,NA,NA,13,12,0,0,0,0,0,0
text2200,NA,NA,52,40,0,0,0,0,0,0
text2201,NA,NA,18,17,0,0,0,0,0,0
text2202,NA,NA,246,156,0,0,0,0,0,0
text2203,NA,NA,9,8,0,0,0,0,0,0
text2204,NA,NA,20,16,0,0,0,0,0,0
text2205,NA,NA,68,48,0,0,0,0,0,0
text2206,NA,NA,42,32,0,0,0,0,0,0
text2207,NA,NA,32,27,0,0,0,0,0,0
text2208,NA,NA,2,2,0,0,0,0,0,0
text2209,NA,NA,9,9,0,0,0,0,0,0
text2210,NA,NA,291,212,0,0,0,0,0,0
text2211,NA,NA,3,3,0,0,0,0,0,0
text2212,NA,NA,8,8,0,0,0,0,0,0
text2213,NA,NA,7,7,0,0,0,0,0,0
text2214,NA,NA,332,228,0,0,0,0,0,0
text2215,NA,NA,17,16,0,0,0,0,0,0
text2216,NA,NA,12,12,0,0,0,0,0,0
text2217,NA,NA,10,10,0,0,0,0,0,0
text2218,NA,NA,233,155,0,0,0,0,0,0
text2219,NA,NA,55,44,0,0,0,0,0,0
text2220,NA,NA,11,11,0,0,0,0,0,0
text2221,NA,NA,16,12,0,0,0,0,0,0
text2222,NA,NA,7,7,0,0,0,0,0,0
text2223,NA,NA,4,4,0,0,0,0,0,0
text2224,NA,NA,10,10,0,0,0,0,0,0
text2225,NA,NA,4,4,0,0,0,0,0,0
text2226,NA,NA,9,9,0,0,0,0,0,0
text2227,NA,NA,12,12,0,0,0,0,0,0
text2228,NA,NA,75,60,0,0,0,0,0,0
text2229,NA,NA,11,11,0,0,0,0,0,0
text2230,NA,NA,7,7,0,0,0,0,0,0
text2231,NA,NA,8,8,0,0,0,0,0,0
text2232,NA,NA,4,4,0,0,0,0,0,0
text2233,NA,NA,8,8,0,0,0,0,0,0
text2234,NA,NA,44,30,0,0,0,0,0,0
text2235,NA,NA,72,60,0,0,0,0,0,0
text2236,NA,NA,5,5,0,0,0,0,0,0
text2237,NA,NA,10,10,0,0,0,0,0,0
text2238,NA,NA,6,6,0,0,0,0,0,0
text2239,NA,NA,3,3,0,0,0,0,0,0
text2240,NA,NA,20,18,0,0,0,0,0,0
text2241,NA,NA,9,9,0,0,0,0,0,0
text2242,NA,NA,25,23,0,0,0,0,0,0
text2243,NA,NA,11,11,0,0,0,0,0,0
text2244,NA,NA,5,5,0,0,0,0,0,0
text2245,NA,NA,3,3,0,0,0,0,0,0
text2246,NA,NA,192,160,0,0,0,0,0,0
text2247,NA,NA,3,3,0,0,0,0,0,0
text2248,NA,NA,6,6,0,0,0,0,0,0
text2249,NA,NA,14,14,0,0,0,0,0,0
text2250,NA,NA,75,62,0,0,0,0,0,0
text2251,NA,NA,12,12,0,0,0,0,0,0
text2252,NA,NA,4,4,0,0,0,0,0,0
text2253,NA,NA,7,7,0,0,0,0,0,0
text2254,NA,NA,8,8,0,0,0,0,0,0
text2255,NA,NA,16,13,0,0,0,0,0,0
text2256,NA,NA,13,12,0,0,0,0,0,0
text2257,NA,NA,5,5,0,0,0,0,0,0
text2258,NA,NA,5,5,0,0,0,0,0,0
text2259,NA,NA,35,30,0,0,0,0,0,0
text2260,NA,NA,15,14,0,0,0,0,0,0
text2261,NA,NA,154,116,0,0,0,0,0,0
text2262,NA,NA,25,23,0,0,0,0,0,0
text2263,NA,NA,4,4,0,0,0,0,0,0
text2264,NA,NA,19,13,0,0,0,0,0,0
text2265,NA,NA,15,14,0,0,0,0,0,0
text2266,NA,NA,577,357,0,0,0,0,0,0
text2267,NA,NA,34,25,0,0,0,0,0,0
text2268,NA,NA,10,9,0,0,0,0,0,0
text2269,NA,NA,10,10,0,0,0,0,0,0
text2270,NA,NA,10,10,0,0,0,0,0,0
text2271,NA,NA,68,59,0,0,0,0,0,0
text2272,NA,NA,55,48,0,0,0,0,0,0
text2273,NA,NA,8,8,0,0,0,0,0,0
text2274,NA,NA,6,6,0,0,0,0,0,0
text2275,NA,NA,25,20,0,0,0,0,0,0
text2276,NA,NA,9,9,0,0,0,0,0,0
text2277,NA,NA,15,15,0,0,0,0,0,0
text2278,NA,NA,14,13,0,0,0,0,0,0
text2279,NA,NA,5,5,0,0,0,0,0,0
text2280,NA,NA,25,20,0,0,0,0,0,0
text2281,NA,NA,19,15,0,0,0,0,0,0
text2282,NA,NA,128,96,0,0,0,0,0,0
text2283,NA,NA,7,7,0,0,0,0,0,0
text2284,NA,NA,64,60,0,0,0,0,0,0
text2285,NA,NA,60,50,0,0,0,0,0,0
text2286,NA,NA,14,12,0,0,0,0,0,0
text2287,NA,NA,6,6,0,0,0,0,0,0
text2288,NA,NA,9,9,0,0,0,0,0,0
text2289,NA,NA,107,89,0,0,0,0,0,0
text2290,NA,NA,6,6,0,0,0,0,0,0
text2291,NA,NA,7,7,0,0,0,0,0,0
text2292,NA,NA,13,13,0,0,0,0,0,0
text2293,NA,NA,7,6,0,0,0,0,0,0
text2294,NA,NA,8,8,0,0,0,0,0,0
text2295,NA,NA,6,6,0,0,0,0,0,0
text2296,NA,NA,7,7,0,0,0,0,0,0
text2297,NA,NA,7,7,0,0,0,0,0,0
text2298,NA,NA,16,16,0,0,0,0,0,0
text2299,NA,NA,10,5,0,0,0,0,0,0
text2300,NA,NA,212,155,0,0,0,0,0,0
text2301,NA,NA,19,17,0,0,0,0,0,0
text2302,NA,NA,15,13,0,0,0,0,0,0
text2303,NA,NA,94,80,0,0,0,0,0,0
text2304,NA,NA,177,118,0,0,0,0,0,0
text2305,NA,NA,323,206,0,0,0,0,0,0
text2306,NA,NA,11,11,0,0,0,0,0,0
text2307,NA,NA,31,28,0,0,0,0,0,0
text2308,NA,NA,28,28,0,0,0,0,0,0
text2309,NA,NA,29,27,0,0,0,0,0,0
text2310,NA,NA,12,9,0,0,0,0,0,0
text2311,NA,NA,2,2,0,0,0,0,0,0
text2312,NA,NA,325,238,0,0,0,0,0,0
text2313,NA,NA,9,9,0,0,0,0,0,0
text2314,NA,NA,33,29,0,0,0,0,0,0
text2315,NA,NA,524,261,0,0,0,0,0,0
text2316,NA,NA,12,11,0,0,0,0,0,0
text2317,NA,NA,8,8,0,0,0,0,0,0
text2318,NA,NA,23,22,0,0,0,0,0,0
text2319,NA,NA,273,184,0,0,0,0,0,0
text2320,NA,NA,2,2,0,0,0,0,0,0
text2321,NA,NA,69,61,0,0,0,0,0,0
text2322,NA,NA,37,30,0,0,0,0,0,0
text2323,NA,NA,35,30,0,0,0,0,0,0
text2324,NA,NA,7,7,0,0,0,0,0,0
text2325,NA,NA,18,16,0,0,0,0,0,0
text2326,NA,NA,4,4,0,0,0,0,0,0
text2327,NA,NA,62,34,0,0,0,0,0,0
text2328,NA,NA,31,24,0,0,0,0,0,0
text2329,NA,NA,1,1,0,0,0,0,0,0
text2330,NA,NA,14,11,0,0,0,0,0,0
text2331,NA,NA,36,31,0,0,0,0,0,0
text2332,NA,NA,165,118,0,0,0,0,0,0
text2333,NA,NA,56,48,0,0,0,0,0,0
text2334,NA,NA,15,12,0,0,0,0,0,0
text2335,NA,NA,81,59,0,0,0,0,0,0
text2336,NA,NA,25,20,0,0,0,0,0,0
text2337,NA,NA,41,32,0,0,0,0,0,0
text2338,NA,NA,13,13,0,0,0,0,0,0
text2339,NA,NA,226,151,0,0,0,0,0,0
text2340,NA,NA,12,12,0,0,0,0,0,0
text2341,NA,NA,9,9,0,0,0,0,0,0
text2342,NA,NA,12,12,0,0,0,0,0,0
text2343,NA,NA,15,14,0,0,0,0,0,0
text2344,NA,NA,3,3,0,0,0,0,0,0
text2345,NA,NA,111,94,0,0,0,0,0,0
text2346,NA,NA,20,17,0,0,0,0,0,0
text2347,NA,NA,9,9,0,0,0,0,0,0
text2348,NA,NA,57,49,0,0,0,0,0,0
text2349,NA,NA,7,7,0,0,0,0,0,0
text2350,NA,NA,23,22,0,0,0,0,0,0
text2351,NA,NA,45,36,0,0,0,0,0,0
text2352,NA,NA,12,11,0,0,0,0,0,0
text2353,NA,NA,7,7,0,0,0,0,0,0
text2354,NA,NA,21,20,0,0,0,0,0,0
text2355,NA,NA,8,8,0,0,0,0,0,0
text2356,NA,NA,42,36,0,0,0,0,0,0
text2357,NA,NA,11,11,0,0,0,0,0,0
text2358,NA,NA,4,4,0,0,0,0,0,0
text2359,NA,NA,11,11,0,0,0,0,0,0
text2360,NA,NA,3,3,0,0,0,0,0,0
text2361,NA,NA,13,13,0,0,0,0,0,0
text2362,NA,NA,7,7,0,0,0,0,0,0
text2363,NA,NA,8,8,0,0,0,0,0,0
text2364,NA,NA,8,8,0,0,0,0,0,0
text2365,NA,NA,7,7,0,0,0,0,0,0
text2366,NA,NA,11,11,0,0,0,0,0,0
text2367,NA,NA,4,4,0,0,0,0,0,0
text2368,NA,NA,10,10,0,0,0,0,0,0
text2369,NA,NA,80,63,0,0,0,0,0,0
