document,chars,sents,tokens,types,puncts,numbers,symbols,urls,tags,emojis
text1296,NA,NA,9,9,0,0,0,0,0,0
text1297,NA,NA,27,26,0,0,0,0,0,0
text1298,NA,NA,10,8,0,0,0,0,0,0
text1299,NA,NA,8,8,0,0,0,0,0,0
text1300,NA,NA,7,7,0,0,0,0,0,0
text1301,NA,NA,11,11,0,0,0,0,0,0
text1302,NA,NA,19,17,0,0,0,0,0,0
text1303,NA,NA,9,9,0,0,0,0,0,0
text1304,NA,NA,3,3,0,0,0,0,0,0
text1305,NA,NA,31,22,0,0,0,0,0,0
text1306,NA,NA,43,36,0,0,0,0,0,0
text1307,NA,NA,12,10,0,0,0,0,0,0
text1308,NA,NA,4,4,0,0,0,0,0,0
text1309,NA,NA,5,5,0,0,0,0,0,0
text1310,NA,NA,5,5,0,0,0,0,0,0
text1311,NA,NA,180,135,0,0,0,0,0,0
text1312,NA,NA,2,2,0,0,0,0,0,0
text1313,NA,NA,12,12,0,0,0,0,0,0
text1314,NA,NA,7,7,0,0,0,0,0,0
text1315,NA,NA,10,10,0,0,0,0,0,0
text1316,NA,NA,3,3,0,0,0,0,0,0
text1317,NA,NA,23,23,0,0,0,0,0,0
text1318,NA,NA,11,11,0,0,0,0,0,0
text1319,NA,NA,33,32,0,0,0,0,0,0
text1320,NA,NA,4,4,0,0,0,0,0,0
text1321,NA,NA,4,4,0,0,0,0,0,0
text1322,NA,NA,4,4,0,0,0,0,0,0
text1323,NA,NA,9,9,0,0,0,0,0,0
text1324,NA,NA,7,7,0,0,0,0,0,0
text1325,NA,NA,82,54,0,0,0,0,0,0
text1326,NA,NA,53,40,0,0,0,0,0,0
text1327,NA,NA,6,6,0,0,0,0,0,0
text1328,NA,NA,9,8,0,0,0,0,0,0
text1329,NA,NA,6,6,0,0,0,0,0,0
text1330,NA,NA,122,95,0,0,0,0,0,0
text1331,NA,NA,3,3,0,0,0,0,0,0
text1332,NA,NA,3,3,0,0,0,0,0,0
text1333,NA,NA,28,24,0,0,0,0,0,0
text1334,NA,NA,11,11,0,0,0,0,0,0
text1335,NA,NA,19,18,0,0,0,0,0,0
text1336,NA,NA,75,64,0,0,0,0,0,0
text1337,NA,NA,10,10,0,0,0,0,0,0
text1338,NA,NA,7,7,0,0,0,0,0,0
text1339,NA,NA,3,3,0,0,0,0,0,0
text1340,NA,NA,8,8,0,0,0,0,0,0
text1341,NA,NA,35,30,0,0,0,0,0,0
text1342,NA,NA,53,44,0,0,0,0,0,0
text1343,NA,NA,4,4,0,0,0,0,0,0
text1344,NA,NA,8,7,0,0,0,0,0,0
text1345,NA,NA,40,33,0,0,0,0,0,0
text1346,NA,NA,6,6,0,0,0,0,0,0
text1347,NA,NA,18,18,0,0,0,0,0,0
text1348,NA,NA,6,6,0,0,0,0,0,0
text1349,NA,NA,7,7,0,0,0,0,0,0
text1350,NA,NA,10,10,0,0,0,0,0,0
text1351,NA,NA,9,9,0,0,0,0,0,0
text1352,NA,NA,5,5,0,0,0,0,0,0
text1353,NA,NA,50,36,0,0,0,0,0,0
text1354,NA,NA,286,198,0,0,0,0,0,0
text1355,NA,NA,8,8,0,0,0,0,0,0
text1356,NA,NA,117,103,0,0,0,0,0,0
text1357,NA,NA,6,6,0,0,0,0,0,0
text1358,NA,NA,444,296,0,0,0,0,0,0
text1359,NA,NA,55,48,0,0,0,0,0,0
text1360,NA,NA,8,8,0,0,0,0,0,0
text1361,NA,NA,47,39,0,0,0,0,0,0
text1362,NA,NA,10,10,0,0,0,0,0,0
text1363,NA,NA,6,6,0,0,0,0,0,0
text1364,NA,NA,30,28,0,0,0,0,0,0
text1365,NA,NA,7,7,0,0,0,0,0,0
text1366,NA,NA,10,10,0,0,0,0,0,0
text1367,NA,NA,3,3,0,0,0,0,0,0
text1368,NA,NA,3,3,0,0,0,0,0,0
text1369,NA,NA,47,39,0,0,0,0,0,0
text1370,NA,NA,3,3,0,0,0,0,0,0
text1371,NA,NA,8,8,0,0,0,0,0,0
text1372,NA,NA,56,53,0,0,0,0,0,0
text1373,NA,NA,6,6,0,0,0,0,0,0
text1374,NA,NA,8,8,0,0,0,0,0,0
text1375,NA,NA,10,10,0,0,0,0,0,0
text1376,NA,NA,26,21,0,0,0,0,0,0
text1377,NA,NA,10,10,0,0,0,0,0,0
text1378,NA,NA,9,9,0,0,0,0,0,0
text1379,NA,NA,6,6,0,0,0,0,0,0
text1380,NA,NA,7,7,0,0,0,0,0,0
text1381,NA,NA,12,12,0,0,0,0,0,0
text1382,NA,NA,3,3,0,0,0,0,0,0
text1383,NA,NA,8,8,0,0,0,0,0,0
text1384,NA,NA,13,13,0,0,0,0,0,0
text1385,NA,NA,129,86,0,0,0,0,0,0
text1386,NA,NA,11,11,0,0,0,0,0,0
text1387,NA,NA,260,169,0,0,0,0,0,0
text1388,NA,NA,2,2,0,0,0,0,0,0
text1389,NA,NA,4,4,0,0,0,0,0,0
text1390,NA,NA,84,73,0,0,0,0,0,0
text1391,NA,NA,13,12,0,0,0,0,0,0
text1392,NA,NA,27,24,0,0,0,0,0,0
text1393,NA,NA,8,7,0,0,0,0,0,0
text1394,NA,NA,117,90,0,0,0,0,0,0
text1395,NA,NA,54,53,0,0,0,0,0,0
text1396,NA,NA,7,7,0,0,0,0,0,0
text1397,NA,NA,7,7,0,0,0,0,0,0
text1398,NA,NA,8,8,0,0,0,0,0,0
text1399,NA,NA,8,8,0,0,0,0,0,0
text1400,NA,NA,104,88,0,0,0,0,0,0
text1401,NA,NA,79,61,0,0,0,0,0,0
text1402,NA,NA,19,17,0,0,0,0,0,0
text1403,NA,NA,8,8,0,0,0,0,0,0
text1404,NA,NA,84,69,0,0,0,0,0,0
text1405,NA,NA,3,3,0,0,0,0,0,0
text1406,NA,NA,122,91,0,0,0,0,0,0
text1407,NA,NA,10,9,0,0,0,0,0,0
text1408,NA,NA,11,11,0,0,0,0,0,0
text1409,NA,NA,184,133,0,0,0,0,0,0
text1410,NA,NA,6,6,0,0,0,0,0,0
text1411,NA,NA,5,5,0,0,0,0,0,0
text1412,NA,NA,192,116,0,0,0,0,0,0
text1413,NA,NA,27,25,0,0,0,0,0,0
text1414,NA,NA,61,54,0,0,0,0,0,0
text1415,NA,NA,20,20,0,0,0,0,0,0
text1416,NA,NA,129,94,0,0,0,0,0,0
text1417,NA,NA,9,9,0,0,0,0,0,0
text1418,NA,NA,8,8,0,0,0,0,0,0
text1419,NA,NA,10,10,0,0,0,0,0,0
text1420,NA,NA,89,72,0,0,0,0,0,0
text1421,NA,NA,122,104,0,0,0,0,0,0
text1422,NA,NA,9,9,0,0,0,0,0,0
text1423,NA,NA,11,11,0,0,0,0,0,0
text1424,NA,NA,10,9,0,0,0,0,0,0
text1425,NA,NA,34,26,0,0,0,0,0,0
text1426,NA,NA,8,8,0,0,0,0,0,0
text1427,NA,NA,10,10,0,0,0,0,0,0
text1428,NA,NA,9,9,0,0,0,0,0,0
text1429,NA,NA,9,9,0,0,0,0,0,0
text1430,NA,NA,11,11,0,0,0,0,0,0
text1431,NA,NA,7,7,0,0,0,0,0,0
text1432,NA,NA,9,9,0,0,0,0,0,0
text1433,NA,NA,10,10,0,0,0,0,0,0
text1434,NA,NA,32,30,0,0,0,0,0,0
text1435,NA,NA,7,6,0,0,0,0,0,0
text1436,NA,NA,9,9,0,0,0,0,0,0
text1437,NA,NA,3,3,0,0,0,0,0,0
text1438,NA,NA,8,8,0,0,0,0,0,0
text1439,NA,NA,2,2,0,0,0,0,0,0
text1440,NA,NA,7,7,0,0,0,0,0,0
text1441,NA,NA,4,4,0,0,0,0,0,0
text1442,NA,NA,9,9,0,0,0,0,0,0
text1443,NA,NA,8,8,0,0,0,0,0,0
text1444,NA,NA,12,12,0,0,0,0,0,0
text1445,NA,NA,7,7,0,0,0,0,0,0
text1446,NA,NA,13,11,0,0,0,0,0,0
text1447,NA,NA,11,11,0,0,0,0,0,0
text1448,NA,NA,9,9,0,0,0,0,0,0
text1449,NA,NA,11,11,0,0,0,0,0,0
text1450,NA,NA,8,8,0,0,0,0,0,0
text1451,NA,NA,57,49,0,0,0,0,0,0
text1452,NA,NA,9,9,0,0,0,0,0,0
text1453,NA,NA,10,10,0,0,0,0,0,0
text1454,NA,NA,10,10,0,0,0,0,0,0
text1455,NA,NA,5,5,0,0,0,0,0,0
text1456,NA,NA,13,13,0,0,0,0,0,0
text1457,NA,NA,10,10,0,0,0,0,0,0
text1458,NA,NA,8,8,0,0,0,0,0,0
text1459,NA,NA,25,22,0,0,0,0,0,0
text1460,NA,NA,8,8,0,0,0,0,0,0
text1461,NA,NA,5,5,0,0,0,0,0,0
text1462,NA,NA,97,73,0,0,0,0,0,0
text1463,NA,NA,18,16,0,0,0,0,0,0
text1464,NA,NA,13,13,0,0,0,0,0,0
text1465,NA,NA,27,25,0,0,0,0,0,0
text1466,NA,NA,924,421,0,0,0,0,0,0
text1467,NA,NA,33,30,0,0,0,0,0,0
text1468,NA,NA,27,25,0,0,0,0,0,0
text1469,NA,NA,4,4,0,0,0,0,0,0
text1470,NA,NA,44,39,0,0,0,0,0,0
text1471,NA,NA,14,14,0,0,0,0,0,0
text1472,NA,NA,7,5,0,0,0,0,0,0
text1473,NA,NA,5,5,0,0,0,0,0,0
text1474,NA,NA,5,5,0,0,0,0,0,0
text1475,NA,NA,7,7,0,0,0,0,0,0
text1476,NA,NA,5,5,0,0,0,0,0,0
text1477,NA,NA,16,16,0,0,0,0,0,0
text1478,NA,NA,8,8,0,0,0,0,0,0
text1479,NA,NA,7,7,0,0,0,0,0,0
text1480,NA,NA,6,6,0,0,0,0,0,0
text1481,NA,NA,12,12,0,0,0,0,0,0
text1482,NA,NA,13,13,0,0,0,0,0,0
text1483,NA,NA,55,38,0,0,0,0,0,0
text1484,NA,NA,7,7,0,0,0,0,0,0
text1485,NA,NA,48,34,0,0,0,0,0,0
text1486,NA,NA,7,7,0,0,0,0,0,0
text1487,NA,NA,8,7,0,0,0,0,0,0
text1488,NA,NA,7,7,0,0,0,0,0,0
text1489,NA,NA,9,9,0,0,0,0,0,0
text1490,NA,NA,95,63,0,0,0,0,0,0
text1491,NA,NA,14,14,0,0,0,0,0,0
text1492,NA,NA,13,12,0,0,0,0,0,0
text1493,NA,NA,10,10,0,0,0,0,0,0
text1494,NA,NA,65,53,0,0,0,0,0,0
text1495,NA,NA,5,5,0,0,0,0,0,0
text1496,NA,NA,9,9,0,0,0,0,0,0
text1497,NA,NA,7,7,0,0,0,0,0,0
text1498,NA,NA,6,6,0,0,0,0,0,0
text1499,NA,NA,8,8,0,0,0,0,0,0
text1500,NA,NA,8,8,0,0,0,0,0,0
text1501,NA,NA,6,6,0,0,0,0,0,0
text1502,NA,NA,10,10,0,0,0,0,0,0
text1503,NA,NA,2,2,0,0,0,0,0,0
text1504,NA,NA,11,11,0,0,0,0,0,0
text1505,NA,NA,63,40,0,0,0,0,0,0
text1506,NA,NA,37,28,0,0,0,0,0,0
text1507,NA,NA,10,10,0,0,0,0,0,0
text1508,NA,NA,3,3,0,0,0,0,0,0
text1509,NA,NA,7,7,0,0,0,0,0,0
text1510,NA,NA,12,12,0,0,0,0,0,0
text1511,NA,NA,7,7,0,0,0,0,0,0
text1512,NA,NA,67,51,0,0,0,0,0,0
text1513,NA,NA,10,10,0,0,0,0,0,0
text1514,NA,NA,47,44,0,0,0,0,0,0
text1515,NA,NA,26,19,0,0,0,0,0,0
text1516,NA,NA,11,11,0,0,0,0,0,0
text1517,NA,NA,9,9,0,0,0,0,0,0
text1518,NA,NA,7,7,0,0,0,0,0,0
text1519,NA,NA,12,12,0,0,0,0,0,0
text1520,NA,NA,9,9,0,0,0,0,0,0
text1521,NA,NA,12,11,0,0,0,0,0,0
text1522,NA,NA,79,67,0,0,0,0,0,0
text1523,NA,NA,30,26,0,0,0,0,0,0
text1524,NA,NA,10,10,0,0,0,0,0,0
text1525,NA,NA,13,13,0,0,0,0,0,0
text1526,NA,NA,97,78,0,0,0,0,0,0
text1527,NA,NA,164,129,0,0,0,0,0,0
text1528,NA,NA,186,126,0,0,0,0,0,0
text1529,NA,NA,90,77,0,0,0,0,0,0
text1530,NA,NA,27,25,0,0,0,0,0,0
text1531,NA,NA,2,2,0,0,0,0,0,0
text1532,NA,NA,35,30,0,0,0,0,0,0
text1533,NA,NA,7,7,0,0,0,0,0,0
text1534,NA,NA,8,8,0,0,0,0,0,0
text1535,NA,NA,10,10,0,0,0,0,0,0
text1536,NA,NA,6,6,0,0,0,0,0,0
text1537,NA,NA,13,13,0,0,0,0,0,0
text1538,NA,NA,9,9,0,0,0,0,0,0
text1539,NA,NA,15,15,0,0,0,0,0,0
text1540,NA,NA,7,7,0,0,0,0,0,0
text1541,NA,NA,12,12,0,0,0,0,0,0
text1542,NA,NA,2,2,0,0,0,0,0,0
text1543,NA,NA,16,15,0,0,0,0,0,0
text1544,NA,NA,12,10,0,0,0,0,0,0
text1545,NA,NA,9,9,0,0,0,0,0,0
text1546,NA,NA,5,5,0,0,0,0,0,0
text1547,NA,NA,12,12,0,0,0,0,0,0
text1548,NA,NA,6,6,0,0,0,0,0,0
text1549,NA,NA,10,10,0,0,0,0,0,0
text1550,NA,NA,9,9,0,0,0,0,0,0
text1551,NA,NA,10,10,0,0,0,0,0,0
text1552,NA,NA,8,8,0,0,0,0,0,0
text1553,NA,NA,77,63,0,0,0,0,0,0
text1554,NA,NA,468,293,0,0,0,0,0,0
text1555,NA,NA,8,8,0,0,0,0,0,0
text1556,NA,NA,53,45,0,0,0,0,0,0
text1557,NA,NA,6,6,0,0,0,0,0,0
text1558,NA,NA,7,7,0,0,0,0,0,0
text1559,NA,NA,10,10,0,0,0,0,0,0
text1560,NA,NA,14,13,0,0,0,0,0,0
text1561,NA,NA,8,8,0,0,0,0,0,0
text1562,NA,NA,11,11,0,0,0,0,0,0
text1563,NA,NA,12,11,0,0,0,0,0,0
text1564,NA,NA,181,133,0,0,0,0,0,0
text1565,NA,NA,13,13,0,0,0,0,0,0
text1566,NA,NA,1177,546,0,0,0,0,0,0
text1567,NA,NA,29,27,0,0,0,0,0,0
text1568,NA,NA,8,8,0,0,0,0,0,0
text1569,NA,NA,8,8,0,0,0,0,0,0
text1570,NA,NA,10,10,0,0,0,0,0,0
text1571,NA,NA,9,9,0,0,0,0,0,0
text1572,NA,NA,11,11,0,0,0,0,0,0
text1573,NA,NA,9,9,0,0,0,0,0,0
text1574,NA,NA,31,24,0,0,0,0,0,0
text1575,NA,NA,49,43,0,0,0,0,0,0
text1576,NA,NA,53,48,0,0,0,0,0,0
text1577,NA,NA,146,117,0,0,0,0,0,0
text1578,NA,NA,29,19,0,0,0,0,0,0
text1579,NA,NA,56,42,0,0,0,0,0,0
text1580,NA,NA,37,21,0,0,0,0,0,0
text1581,NA,NA,9,7,0,0,0,0,0,0
text1582,NA,NA,6,6,0,0,0,0,0,0
text1583,NA,NA,34,31,0,0,0,0,0,0
text1584,NA,NA,3,3,0,0,0,0,0,0
text1585,NA,NA,16,13,0,0,0,0,0,0
text1586,NA,NA,7,6,0,0,0,0,0,0
text1587,NA,NA,8,8,0,0,0,0,0,0
text1588,NA,NA,4,3,0,0,0,0,0,0
text1589,NA,NA,63,52,0,0,0,0,0,0
text1590,NA,NA,5,3,0,0,0,0,0,0
text1591,NA,NA,64,58,0,0,0,0,0,0
text1592,NA,NA,62,52,0,0,0,0,0,0
text1593,NA,NA,10,10,0,0,0,0,0,0
text1594,NA,NA,36,33,0,0,0,0,0,0
text1595,NA,NA,20,19,0,0,0,0,0,0
text1596,NA,NA,19,17,0,0,0,0,0,0
text1597,NA,NA,5,5,0,0,0,0,0,0
text1598,NA,NA,4,4,0,0,0,0,0,0
text1599,NA,NA,19,16,0,0,0,0,0,0
text1600,NA,NA,215,159,0,0,0,0,0,0
text1601,NA,NA,8,8,0,0,0,0,0,0
text1602,NA,NA,26,23,0,0,0,0,0,0
text1603,NA,NA,45,38,0,0,0,0,0,0
text1604,NA,NA,5,5,0,0,0,0,0,0
text1605,NA,NA,298,183,0,0,0,0,0,0
text1606,NA,NA,16,16,0,0,0,0,0,0
text1607,NA,NA,5,5,0,0,0,0,0,0
text1608,NA,NA,4,4,0,0,0,0,0,0
text1609,NA,NA,4,4,0,0,0,0,0,0
text1610,NA,NA,9,9,0,0,0,0,0,0
text1611,NA,NA,11,11,0,0,0,0,0,0
text1612,NA,NA,8,8,0,0,0,0,0,0
text1613,NA,NA,30,27,0,0,0,0,0,0
text1614,NA,NA,10,10,0,0,0,0,0,0
text1615,NA,NA,8,8,0,0,0,0,0,0
text1616,NA,NA,1,1,0,0,0,0,0,0
text1617,NA,NA,29,26,0,0,0,0,0,0
text1618,NA,NA,80,58,0,0,0,0,0,0
text1619,NA,NA,8,8,0,0,0,0,0,0
text1620,NA,NA,8,8,0,0,0,0,0,0
text1621,NA,NA,8,8,0,0,0,0,0,0
text1622,NA,NA,14,14,0,0,0,0,0,0
text1623,NA,NA,10,10,0,0,0,0,0,0
text1624,NA,NA,27,25,0,0,0,0,0,0
text1625,NA,NA,10,10,0,0,0,0,0,0
text1626,NA,NA,4,4,0,0,0,0,0,0
text1627,NA,NA,11,10,0,0,0,0,0,0
text1628,NA,NA,40,35,0,0,0,0,0,0
text1629,NA,NA,12,12,0,0,0,0,0,0
text1630,NA,NA,10,10,0,0,0,0,0,0
text1631,NA,NA,11,11,0,0,0,0,0,0
text1632,NA,NA,9,9,0,0,0,0,0,0
text1633,NA,NA,11,11,0,0,0,0,0,0
text1634,NA,NA,10,10,0,0,0,0,0,0
text1635,NA,NA,154,120,0,0,0,0,0,0
text1636,NA,NA,7,7,0,0,0,0,0,0
text1637,NA,NA,6,6,0,0,0,0,0,0
text1638,NA,NA,13,13,0,0,0,0,0,0
text1639,NA,NA,7,7,0,0,0,0,0,0
text1640,NA,NA,9,9,0,0,0,0,0,0
text1641,NA,NA,10,9,0,0,0,0,0,0
text1642,NA,NA,304,218,0,0,0,0,0,0
text1643,NA,NA,7,7,0,0,0,0,0,0
text1644,NA,NA,9,9,0,0,0,0,0,0
text1645,NA,NA,10,10,0,0,0,0,0,0
text1646,NA,NA,36,29,0,0,0,0,0,0
text1647,NA,NA,8,8,0,0,0,0,0,0
text1648,NA,NA,37,33,0,0,0,0,0,0
text1649,NA,NA,14,13,0,0,0,0,0,0
text1650,NA,NA,8,8,0,0,0,0,0,0
text1651,NA,NA,72,69,0,0,0,0,0,0
text1652,NA,NA,5,5,0,0,0,0,0,0
text1653,NA,NA,12,12,0,0,0,0,0,0
text1654,NA,NA,4,4,0,0,0,0,0,0
text1655,NA,NA,11,11,0,0,0,0,0,0
text1656,NA,NA,6,6,0,0,0,0,0,0
text1657,NA,NA,11,11,0,0,0,0,0,0
text1658,NA,NA,8,8,0,0,0,0,0,0
text1659,NA,NA,12,12,0,0,0,0,0,0
text1660,NA,NA,2,1,0,0,0,0,0,0
text1661,NA,NA,9,9,0,0,0,0,0,0
text1662,NA,NA,6,6,0,0,0,0,0,0
text1663,NA,NA,7,7,0,0,0,0,0,0
text1664,NA,NA,36,33,0,0,0,0,0,0
text1665,NA,NA,21,20,0,0,0,0,0,0
text1666,NA,NA,7,7,0,0,0,0,0,0
text1667,NA,NA,21,17,0,0,0,0,0,0
text1668,NA,NA,6,4,0,0,0,0,0,0
text1669,NA,NA,41,40,0,0,0,0,0,0
text1670,NA,NA,7,7,0,0,0,0,0,0
text1671,NA,NA,30,30,0,0,0,0,0,0
text1672,NA,NA,7,7,0,0,0,0,0,0
text1673,NA,NA,63,54,0,0,0,0,0,0
text1674,NA,NA,6,6,0,0,0,0,0,0
text1675,NA,NA,106,81,0,0,0,0,0,0
text1676,NA,NA,59,55,0,0,0,0,0,0
text1677,NA,NA,149,118,0,0,0,0,0,0
text1678,NA,NA,7,7,0,0,0,0,0,0
text1679,NA,NA,29,26,0,0,0,0,0,0
text1680,NA,NA,5,5,0,0,0,0,0,0
text1681,NA,NA,58,54,0,0,0,0,0,0
text1682,NA,NA,4,4,0,0,0,0,0,0
text1683,NA,NA,8,8,0,0,0,0,0,0
text1684,NA,NA,55,44,0,0,0,0,0,0
text1685,NA,NA,8,8,0,0,0,0,0,0
text1686,NA,NA,8,8,0,0,0,0,0,0
text1687,NA,NA,9,9,0,0,0,0,0,0
text1688,NA,NA,7,7,0,0,0,0,0,0
text1689,NA,NA,13,13,0,0,0,0,0,0
text1690,NA,NA,6,6,0,0,0,0,0,0
text1691,NA,NA,8,8,0,0,0,0,0,0
text1692,NA,NA,8,8,0,0,0,0,0,0
text1693,NA,NA,12,12,0,0,0,0,0,0
text1694,NA,NA,10,10,0,0,0,0,0,0
text1695,NA,NA,8,8,0,0,0,0,0,0
text1696,NA,NA,9,9,0,0,0,0,0,0
text1697,NA,NA,8,8,0,0,0,0,0,0
text1698,NA,NA,7,7,0,0,0,0,0,0
text1699,NA,NA,11,11,0,0,0,0,0,0
text1700,NA,NA,9,9,0,0,0,0,0,0
text1701,NA,NA,3,3,0,0,0,0,0,0
text1702,NA,NA,4,4,0,0,0,0,0,0
text1703,NA,NA,27,27,0,0,0,0,0,0
text1704,NA,NA,2,2,0,0,0,0,0,0
text1705,NA,NA,1043,564,0,0,0,0,0,0
text1706,NA,NA,16,15,0,0,0,0,0,0
text1707,NA,NA,20,19,0,0,0,0,0,0
text1708,NA,NA,2,2,0,0,0,0,0,0
text1709,NA,NA,27,25,0,0,0,0,0,0
text1710,NA,NA,2,2,0,0,0,0,0,0
text1711,NA,NA,8,7,0,0,0,0,0,0
text1712,NA,NA,4,4,0,0,0,0,0,0
text1713,NA,NA,11,11,0,0,0,0,0,0
text1714,NA,NA,3,3,0,0,0,0,0,0
text1715,NA,NA,159,118,0,0,0,0,0,0
text1716,NA,NA,6,6,0,0,0,0,0,0
text1717,NA,NA,37,37,0,0,0,0,0,0
text1718,NA,NA,6,6,0,0,0,0,0,0
text1719,NA,NA,10,10,0,0,0,0,0,0
text1720,NA,NA,15,14,0,0,0,0,0,0
text1721,NA,NA,59,49,0,0,0,0,0,0
text1722,NA,NA,21,21,0,0,0,0,0,0
text1723,NA,NA,12,8,0,0,0,0,0,0
text1724,NA,NA,192,147,0,0,0,0,0,0
text1725,NA,NA,179,128,0,0,0,0,0,0
text1726,NA,NA,65,51,0,0,0,0,0,0
text1727,NA,NA,79,61,0,0,0,0,0,0
text1728,NA,NA,39,36,0,0,0,0,0,0
text1729,NA,NA,74,63,0,0,0,0,0,0
text1730,NA,NA,66,47,0,0,0,0,0,0
text1731,NA,NA,63,59,0,0,0,0,0,0
text1732,NA,NA,55,42,0,0,0,0,0,0
text1733,NA,NA,5,3,0,0,0,0,0,0
text1734,NA,NA,11,11,0,0,0,0,0,0
text1735,NA,NA,3,3,0,0,0,0,0,0
text1736,NA,NA,3,3,0,0,0,0,0,0
text1737,NA,NA,8,8,0,0,0,0,0,0
text1738,NA,NA,12,12,0,0,0,0,0,0
text1739,NA,NA,10,10,0,0,0,0,0,0
text1740,NA,NA,9,9,0,0,0,0,0,0
text1741,NA,NA,8,8,0,0,0,0,0,0
text1742,NA,NA,9,9,0,0,0,0,0,0
text1743,NA,NA,7,7,0,0,0,0,0,0
text1744,NA,NA,8,8,0,0,0,0,0,0
text1745,NA,NA,3,3,0,0,0,0,0,0
text1746,NA,NA,8,8,0,0,0,0,0,0
text1747,NA,NA,9,9,0,0,0,0,0,0
text1748,NA,NA,15,15,0,0,0,0,0,0
text1749,NA,NA,6,6,0,0,0,0,0,0
text1750,NA,NA,11,11,0,0,0,0,0,0
text1751,NA,NA,8,8,0,0,0,0,0,0
text1752,NA,NA,104,78,0,0,0,0,0,0
text1753,NA,NA,198,134,0,0,0,0,0,0
text1754,NA,NA,13,13,0,0,0,0,0,0
text1755,NA,NA,3,3,0,0,0,0,0,0
text1756,NA,NA,2,2,0,0,0,0,0,0
text1757,NA,NA,13,13,0,0,0,0,0,0
text1758,NA,NA,12,12,0,0,0,0,0,0
text1759,NA,NA,32,27,0,0,0,0,0,0
text1760,NA,NA,11,11,0,0,0,0,0,0
text1761,NA,NA,87,63,0,0,0,0,0,0
text1762,NA,NA,4,4,0,0,0,0,0,0
text1763,NA,NA,8,8,0,0,0,0,0,0
text1764,NA,NA,8,8,0,0,0,0,0,0
text1765,NA,NA,11,11,0,0,0,0,0,0
text1766,NA,NA,47,41,0,0,0,0,0,0
text1767,NA,NA,56,41,0,0,0,0,0,0
text1768,NA,NA,4,4,0,0,0,0,0,0
text1769,NA,NA,65,53,0,0,0,0,0,0
text1770,NA,NA,49,41,0,0,0,0,0,0
text1771,NA,NA,0,0,0,0,0,0,0,0
text1772,NA,NA,5,5,0,0,0,0,0,0
text1773,NA,NA,43,40,0,0,0,0,0,0
text1774,NA,NA,4,4,0,0,0,0,0,0
text1775,NA,NA,1,1,0,0,0,0,0,0
text1776,NA,NA,5,5,0,0,0,0,0,0
text1777,NA,NA,2,2,0,0,0,0,0,0
text1778,NA,NA,0,0,0,0,0,0,0,0
text1779,NA,NA,69,62,0,0,0,0,0,0
text1780,NA,NA,5,5,0,0,0,0,0,0
text1781,NA,NA,3,3,0,0,0,0,0,0
text1782,NA,NA,8,8,0,0,0,0,0,0
text1783,NA,NA,10,10,0,0,0,0,0,0
text1784,NA,NA,2,2,0,0,0,0,0,0
text1785,NA,NA,6,6,0,0,0,0,0,0
text1786,NA,NA,138,102,0,0,0,0,0,0
text1787,NA,NA,8,8,0,0,0,0,0,0
text1788,NA,NA,84,74,0,0,0,0,0,0
text1789,NA,NA,64,51,0,0,0,0,0,0
text1790,NA,NA,3,3,0,0,0,0,0,0
text1791,NA,NA,4,4,0,0,0,0,0,0
text1792,NA,NA,41,34,0,0,0,0,0,0
text1793,NA,NA,58,48,0,0,0,0,0,0
text1794,NA,NA,4,4,0,0,0,0,0,0
text1795,NA,NA,5,5,0,0,0,0,0,0
text1796,NA,NA,12,12,0,0,0,0,0,0
text1797,NA,NA,6,6,0,0,0,0,0,0
text1798,NA,NA,6,6,0,0,0,0,0,0
text1799,NA,NA,34,31,0,0,0,0,0,0
text1800,NA,NA,193,137,0,0,0,0,0,0
text1801,NA,NA,2,2,0,0,0,0,0,0
text1802,NA,NA,42,35,0,0,0,0,0,0
text1803,NA,NA,87,69,0,0,0,0,0,0
text1804,NA,NA,14,14,0,0,0,0,0,0
text1805,NA,NA,5,5,0,0,0,0,0,0
text1806,NA,NA,9,9,0,0,0,0,0,0
text1807,NA,NA,100,78,0,0,0,0,0,0
text1808,NA,NA,33,27,0,0,0,0,0,0
text1809,NA,NA,2,2,0,0,0,0,0,0
text1810,NA,NA,9,7,0,0,0,0,0,0
text1811,NA,NA,269,175,0,0,0,0,0,0
text1812,NA,NA,8,8,0,0,0,0,0,0
text1813,NA,NA,6,6,0,0,0,0,0,0
text1814,NA,NA,10,10,0,0,0,0,0,0
text1815,NA,NA,10,10,0,0,0,0,0,0
text1816,NA,NA,8,8,0,0,0,0,0,0
text1817,NA,NA,8,8,0,0,0,0,0,0
text1818,NA,NA,12,12,0,0,0,0,0,0
text1819,NA,NA,12,12,0,0,0,0,0,0
text1820,NA,NA,49,28,0,0,0,0,0,0
text1821,NA,NA,9,9,0,0,0,0,0,0
text1822,NA,NA,8,8,0,0,0,0,0,0
text1823,NA,NA,12,12,0,0,0,0,0,0
text1824,NA,NA,8,8,0,0,0,0,0,0
text1825,NA,NA,10,10,0,0,0,0,0,0
text1826,NA,NA,8,8,0,0,0,0,0,0
text1827,NA,NA,11,11,0,0,0,0,0,0
text1828,NA,NA,9,9,0,0,0,0,0,0
text1829,NA,NA,14,14,0,0,0,0,0,0
text1830,NA,NA,15,15,0,0,0,0,0,0
text1831,NA,NA,13,13,0,0,0,0,0,0
text1832,NA,NA,8,8,0,0,0,0,0,0
