modelo,MAE,RMSE,R2
random_forest_reg,0.08335329018338745,0.11679104596601274,0.3436916485461149
ridge,0.0904460237777324,0.11989247531291451,0.3083718068258966
gbr,0.10193769030313472,0.12806837313439637,0.21082626987795272
