term,estimate,std.error,statistic,p.value,odds_ratio,p_sig
(Intercept),-2.164675733944489,0.23744694298730926,-9.116460741548414,7.761770644654718e-20,0.1147871501394832,***
is_left,-1.0097688260299325,0.16898305391367613,-5.975562653434859,2.29297391703563e-9,0.3643031872519417,***
is_republican_right,0.050274064048712715,0.12803942198012705,0.3926451968559787,0.694581552778872,1.0515592514736642,
is_traditional_right,-0.16485962752480243,0.12460517845521306,-1.323055988271451,0.18581675944985263,0.8480127333798858,
target_is_left,0.19639444708567652,0.14758260744775012,1.3307424938620065,0.18327375561959422,1.2170068554780173,
cross_ideology,2.542075639475923,0.1476537876536461,17.21646074829392,1.9984117452547294e-66,12.706016729131887,***
mes,0.02486505496025113,0.028850920501977198,0.8618461569899335,0.38877218142064285,1.0251767686698927,
is_weekendTRUE,0.07311573010968409,0.09092067786635305,0.804170534420773,0.4212984934572622,1.075855038531885,
intensity_normalized,-0.00789292003677226,0.16624371491227571,-0.04747800565535506,0.9621322595081472,0.9921381472656029,
