Encuesta | Encuesta,Fecha | Fecha,Matthei ChV | Unnamed: 2_level_1,Mayne-Nicholls Ind. | Unnamed: 3_level_1,No votaría | No votaría,NS/NR | NS/NR
LCN[163],10–22 Mar 2025,56%,44%,—,—
