Encuesta | Encuesta,Fecha | Fecha,ME-O Ind. | Unnamed: 2_level_1,Kaiser PNL | Unnamed: 3_level_1,No votaría | No votaría,NS/NR | NS/NR
LCN[153],14–23 Abr 2025,"47,3%","52,7%",—,—
